"billid","billname","firstname","lastname","state","primaryorco"
111,"BILLS-115hres948ih","nan","nan","nan","Co"
112,"BILLS-115sres547ats","Jackson","Lee","nan","Primary"
112,"BILLS-115sres547ats","nan","Lewis","Georgia","Co"
112,"BILLS-115sres547ats","nan","Nadler","nan","Co"
112,"BILLS-115sres547ats","nan","Beatty","nan","Co"
112,"BILLS-115sres547ats","nan","Khanna","nan","Co"
112,"BILLS-115sres547ats","nan","Wilson","Florida","Co"
112,"BILLS-115sres547ats","nan","Jayapal","nan","Co"
112,"BILLS-115sres547ats","nan","Vela","nan","Co"
112,"BILLS-115sres547ats","nan","McGovern","nan","Co"
112,"BILLS-115sres547ats","nan","Pallone","nan","Co"
112,"BILLS-115sres547ats","nan","Bishop","Georgia","Co"
112,"BILLS-115sres547ats","nan","Veasey","nan","Co"
112,"BILLS-115sres547ats","nan","Carson","Indiana","Co"
112,"BILLS-115sres547ats","nan","Johnson","Georgia","Co"
112,"BILLS-115sres547ats","nan","Moore","nan","Co"
112,"BILLS-115sres547ats","nan","Richmond","nan","Co"
112,"BILLS-115sres547ats","nan","Clay","nan","Co"
112,"BILLS-115sres547ats","nan","Demings","nan","Co"
112,"BILLS-115sres547ats","nan","Hastings","nan","Co"
112,"BILLS-115sres547ats","nan","Lawson","Florida","Co"
112,"BILLS-115sres547ats","nan","Payne","nan","Co"
112,"BILLS-115sres547ats","nan","Brown","Maryland","Co"
112,"BILLS-115sres547ats","Danny K","Davis","Illinois","Co"
112,"BILLS-115sres547ats","nan","Norton","nan","Co"
112,"BILLS-115sres547ats","nan","Cohen","nan","Co"
112,"BILLS-115sres547ats","nan","Fudge","nan","Co"
112,"BILLS-115sres547ats","nan","Scott","Virginia","Co"
112,"BILLS-115sres547ats","nan","Ellison","nan","Co"
112,"BILLS-115sres547ats","David","Scott","Georgia","Co"
112,"BILLS-115sres547ats","nan","Lee","nan","Co"
112,"BILLS-115sres547ats","nan","Clarke","New York","Co"
112,"BILLS-115sres547ats","nan","Rush","nan","Co"
112,"BILLS-115sres547ats","nan","Butterfield","nan","Co"
112,"BILLS-115sres547ats","nan","Bass","nan","Co"
112,"BILLS-115sres547ats","Brendan F","Boyle","Pennsylvania","Co"
112,"BILLS-115sres547ats","Maxine","Waters","California","Co"
112,"BILLS-115sres547ats","Watson","Coleman","nan","Co"
112,"BILLS-115sres547ats","nan","Plaskett","nan","Co"
112,"BILLS-115sres547ats","nan","Sewell","Alabama","Co"
112,"BILLS-115sres547ats","nan","Cleaver","nan","Co"
112,"BILLS-115sres547ats","nan","Evans","nan","Co"
112,"BILLS-115sres547ats","nan","McEachin","nan","Co"
112,"BILLS-115sres547ats","nan","Espaillat","nan","Co"
112,"BILLS-115sres547ats","nan","Cummings","nan","Co"
112,"BILLS-115sres547ats","nan","Kelly","Illinois","Co"
112,"BILLS-115sres547ats","nan","Meeks","nan","Co"
112,"BILLS-115sres547ats","nan","Lawrence","nan","Co"
112,"BILLS-115sres547ats","nan","Adams","nan","Co"
112,"BILLS-115sres547ats","Al","Green","Texas","Co"
112,"BILLS-115sres547ats","nan","Jeffries","nan","Co"
112,"BILLS-115sres547ats","nan","Clyburn","nan","Co"
112,"BILLS-115sres547ats","nan","Thompson","Mississippi","Co"
112,"BILLS-115sres547ats","nan","Soto","nan","Co"
112,"BILLS-115sres547ats","Blunt","Rochester","nan","Co"
113,"BILLS-115s3178es","nan","Wicker","nan","Primary"
113,"BILLS-115s3178es","nan","Gillibrand","nan","Co"
113,"BILLS-115s3178es","nan","Baldwin","nan","Co"
113,"BILLS-115s3178es","nan","Bennet","nan","Co"
113,"BILLS-115s3178es","nan","Blumenthal","nan","Co"
113,"BILLS-115s3178es","nan","Booker","nan","Co"
113,"BILLS-115s3178es","nan","Brown","nan","Co"
113,"BILLS-115s3178es","nan","Cantwell","nan","Co"
113,"BILLS-115s3178es","nan","Cardin","nan","Co"
113,"BILLS-115s3178es","nan","Carper","nan","Co"
113,"BILLS-115s3178es","nan","Coons","nan","Co"
113,"BILLS-115s3178es","nan","Cornyn","nan","Co"
113,"BILLS-115s3178es","Cortez","Masto","nan","Co"
113,"BILLS-115s3178es","nan","Donnelly","nan","Co"
113,"BILLS-115s3178es","nan","Durbin","nan","Co"
113,"BILLS-115s3178es","nan","Feinstein","nan","Co"
113,"BILLS-115s3178es","nan","Grassley","nan","Co"
113,"BILLS-115s3178es","nan","Harris","nan","Co"
113,"BILLS-115s3178es","nan","Hassan","nan","Co"
113,"BILLS-115s3178es","nan","Hatch","nan","Co"
113,"BILLS-115s3178es","nan","Heller","nan","Co"
113,"BILLS-115s3178es","nan","Hirono","nan","Co"
113,"BILLS-115s3178es","nan","Jones","nan","Co"
113,"BILLS-115s3178es","nan","Kaine","nan","Co"
113,"BILLS-115s3178es","nan","King","nan","Co"
113,"BILLS-115s3178es","nan","Klobuchar","nan","Co"
113,"BILLS-115s3178es","nan","Lee","nan","Co"
113,"BILLS-115s3178es","nan","Murkowski","nan","Co"
113,"BILLS-115s3178es","nan","Murphy","nan","Co"
113,"BILLS-115s3178es","nan","Murray","nan","Co"
113,"BILLS-115s3178es","nan","Nelson","nan","Co"
113,"BILLS-115s3178es","nan","Paul","nan","Co"
113,"BILLS-115s3178es","nan","Perdue","nan","Co"
113,"BILLS-115s3178es","nan","Peters","nan","Co"
113,"BILLS-115s3178es","nan","Portman","nan","Co"
113,"BILLS-115s3178es","nan","Rubio","nan","Co"
113,"BILLS-115s3178es","nan","Schumer","nan","Co"
113,"BILLS-115s3178es","nan","Scott","nan","Co"
113,"BILLS-115s3178es","nan","Smith","nan","Co"
113,"BILLS-115s3178es","nan","Stabenow","nan","Co"
113,"BILLS-115s3178es","nan","Tillis","nan","Co"
113,"BILLS-115s3178es","Van","Hollen","nan","Co"
113,"BILLS-115s3178es","nan","Warner","nan","Co"
113,"BILLS-115s3178es","nan","Warren","nan","Co"
113,"BILLS-115s3178es","nan","Whitehouse","nan","Co"
113,"BILLS-115s3178es","nan","Wyden","nan","Co"
113,"BILLS-115s3178es","nan","Young","nan","Co"
113,"BILLS-115s3178es","nan","Cruz","nan","Co"
114,"BILLS-115hr6495ih","nan","nan","nan","Primary"
114,"BILLS-115hr6495ih","nan","nan","nan","Co"
115,"BILLS-115sres144is","nan","Gabbard","nan","Primary"
115,"BILLS-115sres144is","nan","Curbelo","Florida","Co"
115,"BILLS-115sres144is","nan","Young","Alaska","Co"
115,"BILLS-115sres144is","nan","Soto","nan","Co"
115,"BILLS-115sres144is","nan","ORourke","nan","Co"
115,"BILLS-115sres144is","nan","Blumenauer","nan","Co"
115,"BILLS-115sres144is","nan","Rohrabacher","nan","Co"
115,"BILLS-115sres144is","nan","Gaetz","nan","Co"
115,"BILLS-115sres144is","nan","DeFazio","nan","Co"
115,"BILLS-115sres144is","nan","Norton","nan","Co"
115,"BILLS-115sres144is","nan","Titus","nan","Co"
115,"BILLS-115sres144is","nan","Crist","nan","Co"
115,"BILLS-115sres144is","nan","Garrett","nan","Co"
115,"BILLS-115sres144is","nan","Correa","nan","Co"
115,"BILLS-115sres144is","nan","Lee","nan","Co"
115,"BILLS-115sres144is","nan","Pocan","nan","Co"
115,"BILLS-115sres144is","nan","Carbajal","nan","Co"
115,"BILLS-115sres144is","nan","Quigley","nan","Co"
115,"BILLS-115sres144is","nan","Jayapal","nan","Co"
115,"BILLS-115sres144is","nan","Hanabusa","nan","Co"
115,"BILLS-115sres144is","nan","Raskin","nan","Co"
115,"BILLS-115sres144is","nan","Polis","nan","Co"
115,"BILLS-115sres144is","nan","Schakowsky","nan","Co"
115,"BILLS-115sres144is","nan","Cohen","nan","Co"
116,"BILLS-115s3039is","nan","Tillis","nan","Primary"
116,"BILLS-115s3039is","nan","nan","nan","Co"
117,"BILLS-115hr735ih","nan","Young","nan","Primary"
117,"BILLS-115hr735ih","nan","nan","nan","Co"
118,"BILLS-115hr5991ih","Jackson","Lee","nan","Primary"
118,"BILLS-115hr5991ih","nan","Raskin","nan","Co"
119,"BILLS-115s2832is","nan","Crowley","nan","Primary"
119,"BILLS-115s2832is","nan","nan","nan","Co"
120,"BILLS-115hr1222rs","nan","Gillibrand","nan","Primary"
120,"BILLS-115hr1222rs","nan","Merkley","nan","Co"
120,"BILLS-115hr1222rs","nan","Warren","nan","Co"
120,"BILLS-115hr1222rs","nan","Udall","nan","Co"
121,"BILLS-115sres459is","nan","Alexander","nan","Primary"
121,"BILLS-115sres459is","nan","nan","nan","Co"
122,"BILLS-115sres576is","nan","Harris","nan","Primary"
122,"BILLS-115sres576is","nan","Stabenow","nan","Co"
122,"BILLS-115sres576is","nan","Feinstein","nan","Co"
122,"BILLS-115sres576is","nan","Murray","nan","Co"
122,"BILLS-115sres576is","nan","Gillibrand","nan","Co"
122,"BILLS-115sres576is","nan","Hirono","nan","Co"
122,"BILLS-115sres576is","nan","Warren","nan","Co"
122,"BILLS-115sres576is","nan","Baldwin","nan","Co"
122,"BILLS-115sres576is","nan","Booker","nan","Co"
122,"BILLS-115sres576is","nan","Merkley","nan","Co"
122,"BILLS-115sres576is","nan","Wyden","nan","Co"
122,"BILLS-115sres576is","nan","Blumenthal","nan","Co"
123,"BILLS-115hres386ih","nan","Blunt","nan","Primary"
123,"BILLS-115hres386ih","nan","Nelson","nan","Co"
124,"BILLS-115hr6464ih","Jackson","Lee","nan","Primary"
124,"BILLS-115hr6464ih","nan","Johnson","Georgia","Co"
124,"BILLS-115hr6464ih","nan","Hastings","nan","Co"
124,"BILLS-115hr6464ih","nan","Veasey","nan","Co"
124,"BILLS-115hr6464ih","nan","Norton","nan","Co"
124,"BILLS-115hr6464ih","nan","Bishop","Georgia","Co"
124,"BILLS-115hr6464ih","nan","Moore","nan","Co"
124,"BILLS-115hr6464ih","nan","Connolly","nan","Co"
124,"BILLS-115hr6464ih","nan","Butterfield","nan","Co"
124,"BILLS-115hr6464ih","nan","Deutch","nan","Co"
124,"BILLS-115hr6464ih","nan","Gutiérrez","nan","Co"
124,"BILLS-115hr6464ih","nan","Cohen","nan","Co"
124,"BILLS-115hr6464ih","nan","Kildee","nan","Co"
124,"BILLS-115hr6464ih","nan","Meeks","nan","Co"
124,"BILLS-115hr6464ih","nan","Pocan","nan","Co"
124,"BILLS-115hr6464ih","nan","Pallone","nan","Co"
124,"BILLS-115hr6464ih","nan","Sewell","Alabama","Co"
124,"BILLS-115hr6464ih","nan","Thompson","Mississippi","Co"
124,"BILLS-115hr6464ih","nan","Vela","nan","Co"
124,"BILLS-115hr6464ih","nan","Beatty","nan","Co"
124,"BILLS-115hr6464ih","nan","Jeffries","nan","Co"
124,"BILLS-115hr6464ih","nan","Price","North Carolina","Co"
124,"BILLS-115hr6464ih","nan","Engel","nan","Co"
124,"BILLS-115hr6464ih","nan","Rush","nan","Co"
124,"BILLS-115hr6464ih","nan","McCollum","nan","Co"
124,"BILLS-115hr6464ih","nan","Richmond","nan","Co"
124,"BILLS-115hr6464ih","nan","Conyers","nan","Co"
124,"BILLS-115hr6464ih","nan","Walz","nan","Co"
124,"BILLS-115hr6464ih","nan","Demings","nan","Co"
124,"BILLS-115hr6464ih","nan","Lee","nan","Co"
124,"BILLS-115hr6464ih","nan","Ellison","nan","Co"
124,"BILLS-115hr6464ih","nan","Payne","nan","Co"
124,"BILLS-115hr6464ih","nan","Clay","nan","Co"
124,"BILLS-115hr6464ih","nan","Adams","nan","Co"
124,"BILLS-115hr6464ih","nan","Evans","nan","Co"
124,"BILLS-115hr6464ih","nan","Torres","nan","Co"
124,"BILLS-115hr6464ih","nan","Higgins","New York","Co"
124,"BILLS-115hr6464ih","nan","Lofgren","nan","Co"
124,"BILLS-115hr6464ih","nan","McEachin","nan","Co"
124,"BILLS-115hr6464ih","nan","Lawson","Florida","Co"
124,"BILLS-115hr6464ih","nan","Cummings","nan","Co"
124,"BILLS-115hr6464ih","nan","Clarke","New York","Co"
124,"BILLS-115hr6464ih","Danny K","Davis","Illinois","Co"
124,"BILLS-115hr6464ih","David","Scott","Georgia","Co"
124,"BILLS-115hr6464ih","nan","Levin","nan","Co"
124,"BILLS-115hr6464ih","nan","Lawrence","nan","Co"
124,"BILLS-115hr6464ih","nan","Grijalva","nan","Co"
124,"BILLS-115hr6464ih","nan","Wilson","Florida","Co"
124,"BILLS-115hr6464ih","nan","Kelly","Illinois","Co"
124,"BILLS-115hr6464ih","Al","Green","Texas","Co"
124,"BILLS-115hr6464ih","nan","Vargas","nan","Co"
125,"BILLS-115hres130ih","nan","Speier","nan","Primary"
125,"BILLS-115hres130ih","nan","Poe","Texas","Co"
125,"BILLS-115hres130ih","nan","Kuster","New Hampshire","Co"
125,"BILLS-115hres130ih","nan","Fitzpatrick","nan","Co"
126,"BILLS-115hres925ih","nan","DeFazio","nan","Primary"
126,"BILLS-115hres925ih","nan","Courtney","nan","Co"
126,"BILLS-115hres925ih","nan","Blumenauer","nan","Co"
126,"BILLS-115hres925ih","nan","Bonamici","nan","Co"
126,"BILLS-115hres925ih","nan","Garamendi","nan","Co"
126,"BILLS-115hres925ih","nan","Ellison","nan","Co"
126,"BILLS-115hres925ih","nan","Norton","nan","Co"
126,"BILLS-115hres925ih","nan","Polis","nan","Co"
126,"BILLS-115hres925ih","nan","Shea-Porter","nan","Co"
126,"BILLS-115hres925ih","nan","Roybal-Allard","nan","Co"
126,"BILLS-115hres925ih","nan","DeLauro","nan","Co"
127,"BILLS-115sres214ats","nan","Hastings","nan","Primary"
127,"BILLS-115sres214ats","nan","Moore","nan","Co"
127,"BILLS-115sres214ats","nan","Meeks","nan","Co"
128,"BILLS-115hr5028ih","nan","Wicker","nan","Primary"
128,"BILLS-115hr5028ih","nan","Gillibrand","nan","Co"
128,"BILLS-115hr5028ih","nan","Baldwin","nan","Co"
128,"BILLS-115hr5028ih","nan","Bennet","nan","Co"
128,"BILLS-115hr5028ih","nan","Booker","nan","Co"
128,"BILLS-115hr5028ih","nan","Burr","nan","Co"
128,"BILLS-115hr5028ih","nan","Cantwell","nan","Co"
128,"BILLS-115hr5028ih","nan","Cardin","nan","Co"
128,"BILLS-115hr5028ih","nan","Casey","nan","Co"
128,"BILLS-115hr5028ih","nan","Cochran","nan","Co"
128,"BILLS-115hr5028ih","nan","Collins","nan","Co"
128,"BILLS-115hr5028ih","nan","Coons","nan","Co"
128,"BILLS-115hr5028ih","nan","Cornyn","nan","Co"
128,"BILLS-115hr5028ih","nan","Cruz","nan","Co"
128,"BILLS-115hr5028ih","nan","Duckworth","nan","Co"
128,"BILLS-115hr5028ih","nan","Durbin","nan","Co"
128,"BILLS-115hr5028ih","nan","Feinstein","nan","Co"
128,"BILLS-115hr5028ih","nan","Franken","nan","Co"
128,"BILLS-115hr5028ih","nan","Harris","nan","Co"
128,"BILLS-115hr5028ih","nan","Kaine","nan","Co"
128,"BILLS-115hr5028ih","nan","King","nan","Co"
128,"BILLS-115hr5028ih","nan","Klobuchar","nan","Co"
128,"BILLS-115hr5028ih","nan","Lankford","nan","Co"
128,"BILLS-115hr5028ih","nan","Lee","nan","Co"
128,"BILLS-115hr5028ih","nan","Markey","nan","Co"
128,"BILLS-115hr5028ih","nan","Merkley","nan","Co"
128,"BILLS-115hr5028ih","nan","Moran","nan","Co"
128,"BILLS-115hr5028ih","nan","Murkowski","nan","Co"
128,"BILLS-115hr5028ih","nan","Murphy","nan","Co"
128,"BILLS-115hr5028ih","nan","Murray","nan","Co"
128,"BILLS-115hr5028ih","nan","Nelson","nan","Co"
128,"BILLS-115hr5028ih","nan","Paul","nan","Co"
128,"BILLS-115hr5028ih","nan","Perdue","nan","Co"
128,"BILLS-115hr5028ih","nan","Peters","nan","Co"
128,"BILLS-115hr5028ih","nan","Rubio","nan","Co"
128,"BILLS-115hr5028ih","nan","Scott","nan","Co"
128,"BILLS-115hr5028ih","nan","Stabenow","nan","Co"
128,"BILLS-115hr5028ih","nan","Tillis","nan","Co"
128,"BILLS-115hr5028ih","Van","Hollen","nan","Co"
128,"BILLS-115hr5028ih","nan","Warner","nan","Co"
128,"BILLS-115hr5028ih","nan","Warren","nan","Co"
128,"BILLS-115hr5028ih","nan","Whitehouse","nan","Co"
128,"BILLS-115hr5028ih","nan","Wyden","nan","Co"
128,"BILLS-115hr5028ih","nan","Young","nan","Co"
128,"BILLS-115hr5028ih","Cortez","Masto","nan","Co"
129,"BILLS-115hres297ih","nan","Rosen","nan","Primary"
129,"BILLS-115hres297ih","nan","nan","nan","Co"
130,"BILLS-115sres128ats","nan","Holding","nan","Primary"
130,"BILLS-115sres128ats","nan","Connolly","nan","Co"
130,"BILLS-115sres128ats","nan","Meehan","nan","Co"
131,"BILLS-115sres128is","nan","Cardin","nan","Primary"
131,"BILLS-115sres128is","nan","Strange","nan","Co"
132,"BILLS-115sres576ats","nan","Cardin","nan","Primary"
132,"BILLS-115sres576ats","nan","Strange","nan","Co"
133,"BILLS-115hr3676ih","nan","Blunt","nan","Primary"
133,"BILLS-115hr3676ih","nan","Nelson","nan","Co"
134,"BILLS-115hr2360ih","nan","Jones","nan","Primary"
134,"BILLS-115hr2360ih","nan","nan","nan","Co"
135,"BILLS-115sres390ats","nan","Beatty","nan","Primary"
135,"BILLS-115sres390ats","nan","Wagner","nan","Co"
135,"BILLS-115sres390ats","nan","Meeks","nan","Co"
135,"BILLS-115sres390ats","nan","Conyers","nan","Co"
135,"BILLS-115sres390ats","nan","Kelly","Illinois","Co"
135,"BILLS-115sres390ats","nan","Evans","nan","Co"
135,"BILLS-115sres390ats","nan","Griffith","nan","Co"
135,"BILLS-115sres390ats","Jackson","Lee","nan","Co"
135,"BILLS-115sres390ats","nan","Payne","nan","Co"
135,"BILLS-115sres390ats","nan","Sewell","Alabama","Co"
135,"BILLS-115sres390ats","nan","Carbajal","nan","Co"
135,"BILLS-115sres390ats","nan","Ros-Lehtinen","nan","Co"
135,"BILLS-115sres390ats","nan","Cárdenas","nan","Co"
135,"BILLS-115sres390ats","nan","Richmond","nan","Co"
135,"BILLS-115sres390ats","nan","Dingell","nan","Co"
135,"BILLS-115sres390ats","nan","Bishop","Georgia","Co"
135,"BILLS-115sres390ats","nan","Hastings","nan","Co"
135,"BILLS-115sres390ats","nan","Brady","Pennsylvania","Co"
135,"BILLS-115sres390ats","nan","Moore","nan","Co"
135,"BILLS-115sres390ats","nan","Swalwell","California","Co"
135,"BILLS-115sres390ats","nan","Clay","nan","Co"
136,"BILLS-115sres72is","nan","Klobuchar","nan","Primary"
136,"BILLS-115sres72is","nan","Grassley","nan","Co"
136,"BILLS-115sres72is","nan","Feinstein","nan","Co"
136,"BILLS-115sres72is","nan","Crapo","nan","Co"
136,"BILLS-115sres72is","nan","Hirono","nan","Co"
137,"BILLS-115sres214is","nan","Peters","nan","Primary"
137,"BILLS-115sres214is","nan","Stabenow","nan","Co"
138,"BILLS-115hres158ih","nan","Wicker","nan","Primary"
138,"BILLS-115hres158ih","nan","Gillibrand","nan","Co"
138,"BILLS-115hres158ih","nan","Baldwin","nan","Co"
138,"BILLS-115hres158ih","nan","Bennet","nan","Co"
138,"BILLS-115hres158ih","nan","Booker","nan","Co"
138,"BILLS-115hres158ih","nan","Burr","nan","Co"
138,"BILLS-115hres158ih","nan","Cantwell","nan","Co"
138,"BILLS-115hres158ih","nan","Cardin","nan","Co"
138,"BILLS-115hres158ih","nan","Casey","nan","Co"
138,"BILLS-115hres158ih","nan","Cochran","nan","Co"
138,"BILLS-115hres158ih","nan","Collins","nan","Co"
138,"BILLS-115hres158ih","nan","Coons","nan","Co"
138,"BILLS-115hres158ih","nan","Cornyn","nan","Co"
138,"BILLS-115hres158ih","nan","Cruz","nan","Co"
138,"BILLS-115hres158ih","nan","Duckworth","nan","Co"
138,"BILLS-115hres158ih","nan","Durbin","nan","Co"
138,"BILLS-115hres158ih","nan","Feinstein","nan","Co"
138,"BILLS-115hres158ih","nan","Franken","nan","Co"
138,"BILLS-115hres158ih","nan","Harris","nan","Co"
138,"BILLS-115hres158ih","nan","Kaine","nan","Co"
138,"BILLS-115hres158ih","nan","King","nan","Co"
138,"BILLS-115hres158ih","nan","Klobuchar","nan","Co"
138,"BILLS-115hres158ih","nan","Lankford","nan","Co"
138,"BILLS-115hres158ih","nan","Lee","nan","Co"
138,"BILLS-115hres158ih","nan","Markey","nan","Co"
138,"BILLS-115hres158ih","nan","Merkley","nan","Co"
138,"BILLS-115hres158ih","nan","Moran","nan","Co"
138,"BILLS-115hres158ih","nan","Murkowski","nan","Co"
138,"BILLS-115hres158ih","nan","Murphy","nan","Co"
138,"BILLS-115hres158ih","nan","Murray","nan","Co"
138,"BILLS-115hres158ih","nan","Nelson","nan","Co"
138,"BILLS-115hres158ih","nan","Paul","nan","Co"
138,"BILLS-115hres158ih","nan","Perdue","nan","Co"
138,"BILLS-115hres158ih","nan","Peters","nan","Co"
138,"BILLS-115hres158ih","nan","Rubio","nan","Co"
138,"BILLS-115hres158ih","nan","Scott","nan","Co"
138,"BILLS-115hres158ih","nan","Stabenow","nan","Co"
138,"BILLS-115hres158ih","nan","Tillis","nan","Co"
138,"BILLS-115hres158ih","Van","Hollen","nan","Co"
138,"BILLS-115hres158ih","nan","Warner","nan","Co"
138,"BILLS-115hres158ih","nan","Warren","nan","Co"
138,"BILLS-115hres158ih","nan","Whitehouse","nan","Co"
138,"BILLS-115hres158ih","nan","Wyden","nan","Co"
138,"BILLS-115hres158ih","nan","Young","nan","Co"
139,"BILLS-115hres428ih","nan","Conyers","nan","Primary"
139,"BILLS-115hres428ih","nan","Lawrence","nan","Co"
139,"BILLS-115hres428ih","nan","Dingell","nan","Co"
139,"BILLS-115hres428ih","nan","Kildee","nan","Co"
139,"BILLS-115hres428ih","nan","Levin","nan","Co"
140,"BILLS-115hr1222enr","nan","Murphy","Pennsylvania","Primary"
140,"BILLS-115hr1222enr","nan","Butterfield","nan","Co"
140,"BILLS-115hr1222enr","nan","Norton","nan","Co"
140,"BILLS-115hr1222enr","nan","Garrett","nan","Co"
140,"BILLS-115hr1222enr","nan","Johnson","Georgia","Co"
140,"BILLS-115hr1222enr","Jackson","Lee","nan","Co"
140,"BILLS-115hr1222enr","nan","Smith","Washington","Co"
140,"BILLS-115hr1222enr","nan","Jayapal","nan","Co"
140,"BILLS-115hr1222enr","nan","Costello","Pennsylvania","Co"
140,"BILLS-115hr1222enr","nan","Tonko","nan","Co"
140,"BILLS-115hr1222enr","nan","Napolitano","nan","Co"
140,"BILLS-115hr1222enr","nan","Deutch","nan","Co"
140,"BILLS-115hr1222enr","nan","Pingree","nan","Co"
140,"BILLS-115hr1222enr","nan","Eshoo","nan","Co"
140,"BILLS-115hr1222enr","Wasserman","Schultz","nan","Co"
140,"BILLS-115hr1222enr","nan","Meehan","nan","Co"
140,"BILLS-115hr1222enr","nan","Rothfus","nan","Co"
140,"BILLS-115hr1222enr","nan","Kind","nan","Co"
140,"BILLS-115hr1222enr","nan","Peters","nan","Co"
140,"BILLS-115hr1222enr","nan","Velázquez","nan","Co"
140,"BILLS-115hr1222enr","nan","Khanna","nan","Co"
140,"BILLS-115hr1222enr","Rodney","Davis","Illinois","Co"
140,"BILLS-115hr1222enr","nan","Payne","nan","Co"
140,"BILLS-115hr1222enr","nan","Evans","nan","Co"
140,"BILLS-115hr1222enr","nan","Bonamici","nan","Co"
140,"BILLS-115hr1222enr","nan","Ros-Lehtinen","nan","Co"
140,"BILLS-115hr1222enr","nan","Comstock","nan","Co"
140,"BILLS-115hr1222enr","nan","Lofgren","nan","Co"
140,"BILLS-115hr1222enr","nan","Frankel","Florida","Co"
140,"BILLS-115hr1222enr","nan","McGovern","nan","Co"
140,"BILLS-115hr1222enr","nan","Young","Alaska","Co"
140,"BILLS-115hr1222enr","nan","González-Colón","Puerto Rico","Co"
140,"BILLS-115hr1222enr","nan","Moulton","nan","Co"
140,"BILLS-115hr1222enr","nan","DeFazio","nan","Co"
140,"BILLS-115hr1222enr","Thomas J","Rooney","Florida","Co"
140,"BILLS-115hr1222enr","nan","Fitzpatrick","nan","Co"
140,"BILLS-115hr1222enr","nan","Donovan","nan","Co"
140,"BILLS-115hr1222enr","nan","King","New York","Co"
140,"BILLS-115hr1222enr","nan","Connolly","nan","Co"
140,"BILLS-115hr1222enr","Mimi","Walters","California","Co"
140,"BILLS-115hr1222enr","nan","Kilmer","nan","Co"
140,"BILLS-115hr1222enr","nan","Lance","nan","Co"
141,"BILLS-115hr266ih","nan","nan","nan","Primary"
141,"BILLS-115hr266ih","nan","nan","nan","Co"
142,"BILLS-115s2454is","nan","Lewis","Georgia","Primary"
142,"BILLS-115s2454is","nan","nan","nan","Co"
143,"BILLS-115sres508is","nan","Warren","nan","Primary"
143,"BILLS-115sres508is","nan","Markey","nan","Co"
143,"BILLS-115sres508is","nan","Merkley","nan","Co"
143,"BILLS-115sres508is","nan","Feinstein","nan","Co"
143,"BILLS-115sres508is","nan","Durbin","nan","Co"
143,"BILLS-115sres508is","nan","Blumenthal","nan","Co"
143,"BILLS-115sres508is","nan","Gillibrand","nan","Co"
144,"BILLS-115hr5206rs","nan","Markey","nan","Primary"
144,"BILLS-115hr5206rs","nan","King","nan","Co"
144,"BILLS-115hr5206rs","Van","Hollen","nan","Co"
144,"BILLS-115hr5206rs","nan","Collins","nan","Co"
145,"BILLS-115sres41ats","nan","Johnson","nan","Primary"
145,"BILLS-115sres41ats","nan","nan","nan","Co"
146,"BILLS-115s1570is","nan","Klobuchar","nan","Primary"
146,"BILLS-115s1570is","nan","Perdue","nan","Co"
146,"BILLS-115s1570is","nan","Hirono","nan","Co"
146,"BILLS-115s1570is","nan","Crapo","nan","Co"
146,"BILLS-115s1570is","nan","Feinstein","nan","Co"
147,"BILLS-115hr2590ih","nan","Baldwin","nan","Primary"
147,"BILLS-115hr2590ih","nan","Markey","nan","Co"
147,"BILLS-115hr2590ih","nan","Murray","nan","Co"
147,"BILLS-115hr2590ih","nan","Hirono","nan","Co"
147,"BILLS-115hr2590ih","Cortez","Masto","nan","Co"
147,"BILLS-115hr2590ih","nan","Gillibrand","nan","Co"
147,"BILLS-115hr2590ih","nan","Whitehouse","nan","Co"
147,"BILLS-115hr2590ih","nan","Blumenthal","nan","Co"
147,"BILLS-115hr2590ih","nan","Merkley","nan","Co"
147,"BILLS-115hr2590ih","nan","Schumer","nan","Co"
147,"BILLS-115hr2590ih","nan","Durbin","nan","Co"
147,"BILLS-115hr2590ih","nan","Carper","nan","Co"
147,"BILLS-115hr2590ih","nan","Klobuchar","nan","Co"
147,"BILLS-115hr2590ih","nan","Franken","nan","Co"
147,"BILLS-115hr2590ih","nan","Wyden","nan","Co"
147,"BILLS-115hr2590ih","nan","Feinstein","nan","Co"
148,"BILLS-115hr5292ih","nan","Lee","nan","Primary"
148,"BILLS-115hr5292ih","nan","Butterfield","nan","Co"
148,"BILLS-115hr5292ih","Judy","Chu","California","Co"
148,"BILLS-115hr5292ih","nan","Clark","Massachusetts","Co"
148,"BILLS-115hr5292ih","nan","DelBene","nan","Co"
148,"BILLS-115hr5292ih","nan","Fudge","nan","Co"
148,"BILLS-115hr5292ih","nan","Grijalva","nan","Co"
148,"BILLS-115hr5292ih","nan","Kelly","Illinois","Co"
148,"BILLS-115hr5292ih","nan","Polis","nan","Co"
148,"BILLS-115hr5292ih","nan","Roybal-Allard","nan","Co"
148,"BILLS-115hr5292ih","nan","Titus","nan","Co"
148,"BILLS-115hr5292ih","Eddie B","Johnson","Texas","Co"
149,"BILLS-115hr1222eas","nan","Soto","nan","Primary"
149,"BILLS-115hr1222eas","nan","Vela","nan","Co"
149,"BILLS-115hr1222eas","nan","Torres","nan","Co"
149,"BILLS-115hr1222eas","nan","Payne","nan","Co"
149,"BILLS-115hr1222eas","nan","Rosen","nan","Co"
