"billid","billname","firstname","lastname","state","primaryorco"
477,"BILLS-115s2724is","nan","Evans","nan","Co"
477,"BILLS-115s2724is","nan","Lee","nan","Co"
477,"BILLS-115s2724is","nan","Slaughter","nan","Co"
477,"BILLS-115s2724is","nan","Swalwell","California","Co"
477,"BILLS-115s2724is","nan","Hastings","nan","Co"
477,"BILLS-115s2724is","nan","Butterfield","nan","Co"
477,"BILLS-115s2724is","nan","Cartwright","nan","Co"
477,"BILLS-115s2724is","nan","Norton","nan","Co"
477,"BILLS-115s2724is","nan","Lawrence","nan","Co"
477,"BILLS-115s2724is","nan","Moore","nan","Co"
477,"BILLS-115s2724is","nan","Richmond","nan","Co"
477,"BILLS-115s2724is","nan","Khanna","nan","Co"
477,"BILLS-115s2724is","nan","Scott","Virginia","Co"
477,"BILLS-115s2724is","nan","Clarke","New York","Co"
477,"BILLS-115s2724is","nan","Cleaver","nan","Co"
477,"BILLS-115s2724is","nan","Meeks","nan","Co"
477,"BILLS-115s2724is","nan","Thompson","Mississippi","Co"
477,"BILLS-115s2724is","nan","Veasey","nan","Co"
477,"BILLS-115s2724is","nan","Sewell","Alabama","Co"
477,"BILLS-115s2724is","Michelle L","Grisham","New Mexico","Co"
477,"BILLS-115s2724is","nan","Ryan","Ohio","Co"
477,"BILLS-115s2724is","nan","Kuster","New Hampshire","Co"
477,"BILLS-115s2724is","nan","Gutiérrez","nan","Co"
477,"BILLS-115s2724is","nan","Tonko","nan","Co"
477,"BILLS-115s2724is","nan","Adams","nan","Co"
477,"BILLS-115s2724is","nan","Plaskett","nan","Co"
477,"BILLS-115s2724is","nan","Welch","nan","Co"
477,"BILLS-115s2724is","nan","Esty","Connecticut","Co"
478,"BILLS-115hr3440ih","nan","Durbin","nan","Primary"
478,"BILLS-115hr3440ih","nan","Coons","nan","Co"
478,"BILLS-115hr3440ih","nan","Booker","nan","Co"
478,"BILLS-115hr3440ih","nan","Leahy","nan","Co"
478,"BILLS-115hr3440ih","nan","Warren","nan","Co"
479,"BILLS-115s1615is","nan","Roybal-Allard","nan","Primary"
479,"BILLS-115s1615is","nan","Ros-Lehtinen","nan","Co"
480,"BILLS-115hr6964enr","nan","Graham","nan","Primary"
480,"BILLS-115hr6964enr","nan","Durbin","nan","Co"
480,"BILLS-115hr6964enr","nan","Flake","nan","Co"
480,"BILLS-115hr6964enr","nan","Schumer","nan","Co"
481,"BILLS-115hr6964eas","nan","nan","nan","Primary"
481,"BILLS-115hr6964eas","nan","nan","nan","Co"
482,"BILLS-115hr6964pcs","nan","nan","nan","Primary"
482,"BILLS-115hr6964pcs","nan","nan","nan","Co"
483,"BILLS-115hr1084ih","nan","nan","nan","Primary"
483,"BILLS-115hr1084ih","nan","nan","nan","Co"
484,"BILLS-115hr5040ih","nan","Kelly","Illinois","Primary"
484,"BILLS-115hr5040ih","nan","Pocan","nan","Co"
484,"BILLS-115hr5040ih","nan","Evans","nan","Co"
484,"BILLS-115hr5040ih","nan","Lee","nan","Co"
484,"BILLS-115hr5040ih","nan","Slaughter","nan","Co"
484,"BILLS-115hr5040ih","nan","Swalwell","California","Co"
484,"BILLS-115hr5040ih","nan","Hastings","nan","Co"
484,"BILLS-115hr5040ih","nan","Butterfield","nan","Co"
484,"BILLS-115hr5040ih","nan","Cartwright","nan","Co"
484,"BILLS-115hr5040ih","nan","Norton","nan","Co"
484,"BILLS-115hr5040ih","nan","Lawrence","nan","Co"
484,"BILLS-115hr5040ih","nan","Moore","nan","Co"
484,"BILLS-115hr5040ih","nan","Richmond","nan","Co"
484,"BILLS-115hr5040ih","nan","Khanna","nan","Co"
484,"BILLS-115hr5040ih","nan","Scott","Virginia","Co"
484,"BILLS-115hr5040ih","nan","Clarke","New York","Co"
484,"BILLS-115hr5040ih","nan","Cleaver","nan","Co"
484,"BILLS-115hr5040ih","nan","Meeks","nan","Co"
484,"BILLS-115hr5040ih","nan","Thompson","Mississippi","Co"
484,"BILLS-115hr5040ih","nan","Veasey","nan","Co"
484,"BILLS-115hr5040ih","nan","Sewell","Alabama","Co"
484,"BILLS-115hr5040ih","Michelle L","Grisham","New Mexico","Co"
484,"BILLS-115hr5040ih","nan","Ryan","Ohio","Co"
484,"BILLS-115hr5040ih","nan","Kuster","New Hampshire","Co"
484,"BILLS-115hr5040ih","nan","Gutiérrez","nan","Co"
484,"BILLS-115hr5040ih","nan","Tonko","nan","Co"
485,"BILLS-115hr6964eh","nan","Royce","California","Primary"
485,"BILLS-115hr6964eh","nan","Engel","nan","Co"
486,"BILLS-115s1852is","nan","nan","nan","Primary"
486,"BILLS-115s1852is","nan","nan","nan","Co"
487,"BILLS-115s3478is","nan","Tillis","nan","Primary"
487,"BILLS-115s3478is","nan","Lankford","nan","Co"
487,"BILLS-115s3478is","nan","Hatch","nan","Co"
488,"BILLS-115hr5592ih","nan","Johnson","nan","Primary"
488,"BILLS-115hr5592ih","nan","nan","nan","Co"
489,"BILLS-115hr7059ih","nan","Royce","California","Primary"
489,"BILLS-115hr7059ih","nan","Engel","nan","Co"
490,"BILLS-115hr1809rds","nan","McCarthy","nan","Primary"
490,"BILLS-115hr1809rds","nan","nan","nan","Co"
491,"BILLS-115hr1809pcs","nan","nan","nan","Primary"
491,"BILLS-115hr1809pcs","nan","nan","nan","Co"
492,"BILLS-115hr1809ih","nan","nan","nan","Primary"
492,"BILLS-115hr1809ih","nan","nan","nan","Co"
493,"BILLS-115hr1809eh","nan","Lewis","Minnesota","Primary"
493,"BILLS-115hr1809eh","nan","Foxx","nan","Co"
493,"BILLS-115hr1809eh","nan","Rokita","nan","Co"
493,"BILLS-115hr1809eh","nan","Scott","Virginia","Co"
493,"BILLS-115hr1809eh","nan","Davis","California","Co"
493,"BILLS-115hr1809eh","nan","Wilson","Florida","Co"
494,"BILLS-115hr1102ih","nan","nan","nan","Primary"
494,"BILLS-115hr1102ih","nan","nan","nan","Co"
495,"BILLS-115hr1809rh","nan","Lofgren","nan","Primary"
495,"BILLS-115hr1809rh","Brendan F","Boyle","Pennsylvania","Co"
495,"BILLS-115hr1809rh","nan","Brownley","California","Co"
495,"BILLS-115hr1809rh","nan","Clay","nan","Co"
495,"BILLS-115hr1809rh","nan","Cohen","nan","Co"
495,"BILLS-115hr1809rh","nan","Davis","California","Co"
495,"BILLS-115hr1809rh","nan","DeFazio","nan","Co"
495,"BILLS-115hr1809rh","nan","Dingell","nan","Co"
495,"BILLS-115hr1809rh","nan","Ellison","nan","Co"
495,"BILLS-115hr1809rh","nan","Eshoo","nan","Co"
495,"BILLS-115hr1809rh","nan","Esty","nan","Co"
495,"BILLS-115hr1809rh","nan","Foster","nan","Co"
495,"BILLS-115hr1809rh","nan","Garamendi","nan","Co"
495,"BILLS-115hr1809rh","nan","Hastings","nan","Co"
495,"BILLS-115hr1809rh","nan","Hoyer","nan","Co"
495,"BILLS-115hr1809rh","nan","Huffman","nan","Co"
495,"BILLS-115hr1809rh","Eddie B","Johnson","Texas","Co"
495,"BILLS-115hr1809rh","nan","Johnson","Georgia","Co"
495,"BILLS-115hr1809rh","nan","Kaptur","nan","Co"
495,"BILLS-115hr1809rh","nan","Lawrence","nan","Co"
495,"BILLS-115hr1809rh","nan","Lee","nan","Co"
495,"BILLS-115hr1809rh","nan","Lowenthal","nan","Co"
495,"BILLS-115hr1809rh","nan","Matsui","nan","Co"
495,"BILLS-115hr1809rh","nan","Nadler","nan","Co"
495,"BILLS-115hr1809rh","nan","Norton","nan","Co"
495,"BILLS-115hr1809rh","nan","ORourke","nan","Co"
495,"BILLS-115hr1809rh","nan","Pelosi","nan","Co"
495,"BILLS-115hr1809rh","nan","Pingree","nan","Co"
495,"BILLS-115hr1809rh","nan","Price","North Carolina","Co"
495,"BILLS-115hr1809rh","nan","Quigley","nan","Co"
495,"BILLS-115hr1809rh","nan","Ryan","Ohio","Co"
495,"BILLS-115hr1809rh","nan","Sarbanes","nan","Co"
495,"BILLS-115hr1809rh","nan","Schiff","nan","Co"
495,"BILLS-115hr1809rh","nan","Shea-Porter","nan","Co"
495,"BILLS-115hr1809rh","nan","Slaughter","nan","Co"
495,"BILLS-115hr1809rh","nan","Suozzi","nan","Co"
495,"BILLS-115hr1809rh","nan","Swalwell","California","Co"
495,"BILLS-115hr1809rh","nan","Takano","nan","Co"
495,"BILLS-115hr1809rh","nan","Thompson","California","Co"
495,"BILLS-115hr1809rh","nan","Veasey","nan","Co"
495,"BILLS-115hr1809rh","nan","Welch","nan","Co"
495,"BILLS-115hr1809rh","nan","Delaney","nan","Co"
495,"BILLS-115hr1809rh","nan","Yarmuth","nan","Co"
495,"BILLS-115hr1809rh","Ted","Lieu","California","Co"
495,"BILLS-115hr1809rh","nan","Sherman","nan","Co"
495,"BILLS-115hr1809rh","nan","Larson","Connecticut","Co"
495,"BILLS-115hr1809rh","nan","Raskin","nan","Co"
495,"BILLS-115hr1809rh","nan","Brown","Maryland","Co"
495,"BILLS-115hr1809rh","nan","Nolan","nan","Co"
496,"BILLS-115hr1111ih","nan","Lewis","Minnesota","Primary"
496,"BILLS-115hr1111ih","nan","Foxx","nan","Co"
496,"BILLS-115hr1111ih","nan","Rokita","nan","Co"
496,"BILLS-115hr1111ih","nan","Scott","Virginia","Co"
496,"BILLS-115hr1111ih","nan","Davis","California","Co"
496,"BILLS-115hr1111ih","nan","Wilson","Florida","Co"
496,"BILLS-115hr1111ih","nan","Roe","Tennessee","Co"
496,"BILLS-115hr1111ih","nan","Mitchell","nan","Co"
496,"BILLS-115hr1111ih","nan","Stefanik","nan","Co"
496,"BILLS-115hr1111ih","nan","Ferguson","nan","Co"
496,"BILLS-115hr1111ih","nan","Wilson","South Carolina","Co"
496,"BILLS-115hr1111ih","Danny K","Davis","Illinois","Co"
496,"BILLS-115hr1111ih","nan","Cárdenas","nan","Co"
496,"BILLS-115hr1111ih","nan","Takano","nan","Co"
496,"BILLS-115hr1111ih","nan","Bonamici","nan","Co"
496,"BILLS-115hr1111ih","nan","Adams","nan","Co"
496,"BILLS-115hr1111ih","nan","Grijalva","nan","Co"
496,"BILLS-115hr1111ih","nan","Espaillat","nan","Co"
496,"BILLS-115hr1111ih","Blunt","Rochester","nan","Co"
496,"BILLS-115hr1111ih","nan","Polis","nan","Co"
496,"BILLS-115hr1111ih","nan","DeSaulnier","nan","Co"
496,"BILLS-115hr1111ih","nan","Cohen","nan","Co"
496,"BILLS-115hr1111ih","nan","Thompson","Pennsylvania","Co"
496,"BILLS-115hr1111ih","nan","Curbelo","Florida","Co"
497,"BILLS-115s1437is","nan","Lee","nan","Primary"
497,"BILLS-115s1437is","nan","Moore","nan","Co"
497,"BILLS-115s1437is","nan","Norton","nan","Co"
497,"BILLS-115s1437is","nan","DeFazio","nan","Co"
497,"BILLS-115s1437is","nan","Lewis","Georgia","Co"
497,"BILLS-115s1437is","nan","Grijalva","nan","Co"
497,"BILLS-115s1437is","nan","Conyers","nan","Co"
497,"BILLS-115s1437is","Maxine","Waters","California","Co"
497,"BILLS-115s1437is","nan","Hastings","nan","Co"
497,"BILLS-115s1437is","nan","Cárdenas","nan","Co"
497,"BILLS-115s1437is","nan","Ellison","nan","Co"
497,"BILLS-115s1437is","Ted","Lieu","California","Co"
497,"BILLS-115s1437is","nan","Davis","California","Co"
497,"BILLS-115s1437is","Eddie B","Johnson","Texas","Co"
497,"BILLS-115s1437is","nan","Rush","nan","Co"
497,"BILLS-115s1437is","nan","McGovern","nan","Co"
497,"BILLS-115s1437is","nan","Soto","nan","Co"
497,"BILLS-115s1437is","Al","Green","Texas","Co"
497,"BILLS-115s1437is","Judy","Chu","California","Co"
497,"BILLS-115s1437is","nan","DeSaulnier","nan","Co"
497,"BILLS-115s1437is","nan","Schakowsky","nan","Co"
497,"BILLS-115s1437is","nan","Payne","nan","Co"
497,"BILLS-115s1437is","nan","Pingree","nan","Co"
497,"BILLS-115s1437is","nan","Polis","nan","Co"
497,"BILLS-115s1437is","Danny K","Davis","Illinois","Co"
497,"BILLS-115s1437is","nan","Scott","Virginia","Co"
497,"BILLS-115s1437is","Watson","Coleman","nan","Co"
497,"BILLS-115s1437is","nan","Kaptur","nan","Co"
498,"BILLS-115hr12ih","nan","Gillibrand","nan","Primary"
498,"BILLS-115hr12ih","nan","Blumenthal","nan","Co"
498,"BILLS-115hr12ih","nan","Cardin","nan","Co"
498,"BILLS-115hr12ih","nan","Klobuchar","nan","Co"
498,"BILLS-115hr12ih","nan","Markey","nan","Co"
498,"BILLS-115hr12ih","nan","Coons","nan","Co"
498,"BILLS-115hr12ih","Van","Hollen","nan","Co"
498,"BILLS-115hr12ih","nan","Wyden","nan","Co"
498,"BILLS-115hr12ih","nan","Brown","nan","Co"
498,"BILLS-115hr12ih","nan","Duckworth","nan","Co"
498,"BILLS-115hr12ih","nan","Whitehouse","nan","Co"
498,"BILLS-115hr12ih","nan","Sanders","nan","Co"
499,"BILLS-115s162is","nan","Lewis","Georgia","Primary"
499,"BILLS-115s162is","nan","Clyburn","nan","Co"
499,"BILLS-115s162is","nan","Hoyer","nan","Co"
499,"BILLS-115s162is","nan","Brady","Pennsylvania","Co"
499,"BILLS-115s162is","nan","Conyers","nan","Co"
499,"BILLS-115s162is","nan","Pelosi","nan","Co"
499,"BILLS-115s162is","nan","Adams","nan","Co"
499,"BILLS-115s162is","nan","Aguilar","nan","Co"
499,"BILLS-115s162is","nan","Barragán","nan","Co"
499,"BILLS-115s162is","nan","Bass","nan","Co"
499,"BILLS-115s162is","nan","Beatty","nan","Co"
499,"BILLS-115s162is","nan","Bera","nan","Co"
499,"BILLS-115s162is","nan","Beyer","nan","Co"
499,"BILLS-115s162is","nan","Bishop","Georgia","Co"
499,"BILLS-115s162is","nan","Blumenauer","nan","Co"
499,"BILLS-115s162is","Blunt","Rochester","nan","Co"
499,"BILLS-115s162is","nan","Bonamici","nan","Co"
499,"BILLS-115s162is","nan","Bordallo","nan","Co"
499,"BILLS-115s162is","Brendan F","Boyle","Pennsylvania","Co"
499,"BILLS-115s162is","nan","Brown","Maryland","Co"
499,"BILLS-115s162is","nan","Brownley","California","Co"
499,"BILLS-115s162is","nan","Bustos","nan","Co"
499,"BILLS-115s162is","nan","Butterfield","nan","Co"
499,"BILLS-115s162is","nan","Capuano","nan","Co"
499,"BILLS-115s162is","nan","Carbajal","nan","Co"
499,"BILLS-115s162is","nan","Cárdenas","nan","Co"
499,"BILLS-115s162is","nan","Carson","Indiana","Co"
499,"BILLS-115s162is","nan","Cartwright","nan","Co"
499,"BILLS-115s162is","nan","Castor","Florida","Co"
499,"BILLS-115s162is","nan","Castro","Texas","Co"
499,"BILLS-115s162is","Judy","Chu","California","Co"
499,"BILLS-115s162is","nan","Cicilline","nan","Co"
499,"BILLS-115s162is","nan","Clark","Massachusetts","Co"
499,"BILLS-115s162is","nan","Clarke","New York","Co"
499,"BILLS-115s162is","nan","Clay","nan","Co"
499,"BILLS-115s162is","nan","Cleaver","nan","Co"
499,"BILLS-115s162is","nan","Cohen","nan","Co"
499,"BILLS-115s162is","nan","Connolly","nan","Co"
499,"BILLS-115s162is","nan","Correa","nan","Co"
499,"BILLS-115s162is","nan","Costa","nan","Co"
499,"BILLS-115s162is","nan","Courtney","nan","Co"
499,"BILLS-115s162is","nan","Crist","nan","Co"
499,"BILLS-115s162is","nan","Crowley","nan","Co"
499,"BILLS-115s162is","nan","Cummings","nan","Co"
499,"BILLS-115s162is","Danny K","Davis","Illinois","Co"
499,"BILLS-115s162is","nan","Davis","California","Co"
499,"BILLS-115s162is","nan","DeFazio","nan","Co"
499,"BILLS-115s162is","nan","DeGette","nan","Co"
499,"BILLS-115s162is","nan","Delaney","nan","Co"
499,"BILLS-115s162is","nan","DeLauro","nan","Co"
499,"BILLS-115s162is","nan","Demings","nan","Co"
499,"BILLS-115s162is","nan","DeSaulnier","nan","Co"
499,"BILLS-115s162is","nan","Deutch","nan","Co"
499,"BILLS-115s162is","nan","Dingell","nan","Co"
499,"BILLS-115s162is","Michael F","Doyle","Pennsylvania","Co"
499,"BILLS-115s162is","nan","Ellison","nan","Co"
499,"BILLS-115s162is","nan","Engel","nan","Co"
499,"BILLS-115s162is","nan","Eshoo","nan","Co"
499,"BILLS-115s162is","nan","Espaillat","nan","Co"
499,"BILLS-115s162is","nan","Esty","Connecticut","Co"
499,"BILLS-115s162is","nan","Evans","nan","Co"
499,"BILLS-115s162is","nan","Foster","nan","Co"
499,"BILLS-115s162is","nan","Frankel","Florida","Co"
499,"BILLS-115s162is","nan","Fudge","nan","Co"
499,"BILLS-115s162is","nan","Gallego","nan","Co"
499,"BILLS-115s162is","nan","Garamendi","nan","Co"
499,"BILLS-115s162is","nan","Gonzalez","Texas","Co"
499,"BILLS-115s162is","Al","Green","Texas","Co"
499,"BILLS-115s162is","Gene","Green","Texas","Co"
499,"BILLS-115s162is","nan","Grijalva","nan","Co"
499,"BILLS-115s162is","nan","Gutiérrez","nan","Co"
499,"BILLS-115s162is","nan","Hanabusa","nan","Co"
499,"BILLS-115s162is","nan","Hastings","nan","Co"
499,"BILLS-115s162is","nan","Heck","nan","Co"
499,"BILLS-115s162is","nan","Higgins","New York","Co"
499,"BILLS-115s162is","nan","Himes","nan","Co"
499,"BILLS-115s162is","nan","Huffman","nan","Co"
499,"BILLS-115s162is","Jackson","Lee","nan","Co"
499,"BILLS-115s162is","nan","Jayapal","nan","Co"
499,"BILLS-115s162is","nan","Jeffries","nan","Co"
499,"BILLS-115s162is","Eddie B","Johnson","Texas","Co"
499,"BILLS-115s162is","nan","Johnson","Georgia","Co"
499,"BILLS-115s162is","nan","Kaptur","nan","Co"
499,"BILLS-115s162is","nan","Keating","nan","Co"
499,"BILLS-115s162is","nan","Kelly","Illinois","Co"
499,"BILLS-115s162is","nan","Kennedy","nan","Co"
499,"BILLS-115s162is","nan","Khanna","nan","Co"
499,"BILLS-115s162is","nan","Kihuen","nan","Co"
499,"BILLS-115s162is","nan","Kildee","nan","Co"
499,"BILLS-115s162is","nan","Kilmer","nan","Co"
499,"BILLS-115s162is","nan","Kind","nan","Co"
499,"BILLS-115s162is","nan","Krishnamoorthi","nan","Co"
499,"BILLS-115s162is","nan","Kuster","New Hampshire","Co"
499,"BILLS-115s162is","nan","Langevin","nan","Co"
499,"BILLS-115s162is","nan","Larsen","Washington","Co"
499,"BILLS-115s162is","nan","Larson","Connecticut","Co"
499,"BILLS-115s162is","nan","Lawrence","nan","Co"
499,"BILLS-115s162is","nan","Lawson","Florida","Co"
499,"BILLS-115s162is","nan","Lee","nan","Co"
499,"BILLS-115s162is","nan","Levin","nan","Co"
499,"BILLS-115s162is","Ted","Lieu","California","Co"
499,"BILLS-115s162is","nan","Loebsack","nan","Co"
499,"BILLS-115s162is","nan","Lofgren","nan","Co"
499,"BILLS-115s162is","nan","Lowenthal","nan","Co"
499,"BILLS-115s162is","nan","Lowey","nan","Co"
499,"BILLS-115s162is","Ben R","Luján","New Mexico","Co"
499,"BILLS-115s162is","Michelle L","Grisham","New Mexico","Co"
499,"BILLS-115s162is","nan","Lynch","nan","Co"
499,"BILLS-115s162is","Carolyn B","Maloney","New York","Co"
499,"BILLS-115s162is","Sean P","Maloney","New York","Co"
499,"BILLS-115s162is","nan","Matsui","nan","Co"
499,"BILLS-115s162is","nan","McCollum","nan","Co"
499,"BILLS-115s162is","nan","McEachin","nan","Co"
499,"BILLS-115s162is","nan","McGovern","nan","Co"
499,"BILLS-115s162is","nan","McNerney","nan","Co"
499,"BILLS-115s162is","nan","Meeks","nan","Co"
499,"BILLS-115s162is","nan","Meng","nan","Co"
499,"BILLS-115s162is","nan","Moore","nan","Co"
499,"BILLS-115s162is","nan","Moulton","nan","Co"
499,"BILLS-115s162is","nan","Nadler","nan","Co"
499,"BILLS-115s162is","nan","Napolitano","nan","Co"
499,"BILLS-115s162is","nan","Neal","nan","Co"
499,"BILLS-115s162is","nan","Nolan","nan","Co"
499,"BILLS-115s162is","nan","Norcross","nan","Co"
499,"BILLS-115s162is","nan","Norton","nan","Co"
499,"BILLS-115s162is","nan","OHalleran","nan","Co"
499,"BILLS-115s162is","nan","ORourke","nan","Co"
499,"BILLS-115s162is","nan","Panetta","nan","Co"
499,"BILLS-115s162is","nan","Pascrell","nan","Co"
499,"BILLS-115s162is","nan","Payne","nan","Co"
499,"BILLS-115s162is","nan","Peters","nan","Co"
499,"BILLS-115s162is","nan","Pingree","nan","Co"
499,"BILLS-115s162is","nan","Plaskett","nan","Co"
499,"BILLS-115s162is","nan","Pocan","nan","Co"
499,"BILLS-115s162is","nan","Polis","nan","Co"
499,"BILLS-115s162is","nan","Price","North Carolina","Co"
499,"BILLS-115s162is","nan","Quigley","nan","Co"
499,"BILLS-115s162is","nan","Raskin","nan","Co"
499,"BILLS-115s162is","nan","Rice","New York","Co"
499,"BILLS-115s162is","nan","Richmond","nan","Co"
499,"BILLS-115s162is","nan","Rosen","nan","Co"
499,"BILLS-115s162is","nan","Roybal-Allard","nan","Co"
499,"BILLS-115s162is","nan","Rush","nan","Co"
499,"BILLS-115s162is","nan","Ryan","Ohio","Co"
499,"BILLS-115s162is","nan","Sablan","nan","Co"
499,"BILLS-115s162is","nan","Sánchez","nan","Co"
499,"BILLS-115s162is","nan","Sarbanes","nan","Co"
499,"BILLS-115s162is","nan","Schakowsky","nan","Co"
499,"BILLS-115s162is","nan","Schiff","nan","Co"
499,"BILLS-115s162is","nan","Schneider","nan","Co"
499,"BILLS-115s162is","nan","Schrader","nan","Co"
499,"BILLS-115s162is","David","Scott","Georgia","Co"
499,"BILLS-115s162is","nan","Scott","Virginia","Co"
499,"BILLS-115s162is","nan","Serrano","nan","Co"
499,"BILLS-115s162is","nan","Sewell","Alabama","Co"
499,"BILLS-115s162is","nan","Shea-Porter","nan","Co"
499,"BILLS-115s162is","nan","Sherman","nan","Co"
499,"BILLS-115s162is","nan","Sires","nan","Co"
499,"BILLS-115s162is","nan","Slaughter","nan","Co"
499,"BILLS-115s162is","nan","Smith","Washington","Co"
499,"BILLS-115s162is","nan","Soto","nan","Co"
499,"BILLS-115s162is","nan","Speier","nan","Co"
499,"BILLS-115s162is","nan","Suozzi","nan","Co"
499,"BILLS-115s162is","nan","Swalwell","California","Co"
499,"BILLS-115s162is","nan","Takano","nan","Co"
499,"BILLS-115s162is","nan","Thompson","Mississippi","Co"
499,"BILLS-115s162is","nan","Thompson","California","Co"
499,"BILLS-115s162is","nan","Titus","nan","Co"
499,"BILLS-115s162is","nan","Tonko","nan","Co"
499,"BILLS-115s162is","nan","Vargas","nan","Co"
499,"BILLS-115s162is","nan","Veasey","nan","Co"
499,"BILLS-115s162is","nan","Vela","nan","Co"
499,"BILLS-115s162is","nan","Velázquez","nan","Co"
499,"BILLS-115s162is","Wasserman","Schultz","nan","Co"
499,"BILLS-115s162is","Watson","Coleman","nan","Co"
499,"BILLS-115s162is","nan","Welch","nan","Co"
499,"BILLS-115s162is","nan","Wilson","Florida","Co"
499,"BILLS-115s162is","nan","Yarmuth","nan","Co"
500,"BILLS-115s1631is","nan","Rubio","nan","Primary"
500,"BILLS-115s1631is","nan","nan","nan","Co"
501,"BILLS-115hr3671ih","nan","Corker","nan","Primary"
501,"BILLS-115hr3671ih","nan","nan","nan","Co"
502,"BILLS-115hr1537ih","nan","Gabbard","nan","Primary"
502,"BILLS-115hr1537ih","nan","Raskin","nan","Co"
502,"BILLS-115hr1537ih","nan","Lee","nan","Co"
502,"BILLS-115hr1537ih","nan","Barragán","nan","Co"
502,"BILLS-115hr1537ih","Ted","Lieu","California","Co"
503,"BILLS-115s2158is","nan","Garrett","nan","Primary"
503,"BILLS-115s2158is","nan","Jordan","nan","Co"
504,"BILLS-115s337is","nan","Lee","nan","Primary"
504,"BILLS-115s337is","nan","Leahy","nan","Co"
505,"BILLS-115s1631rs","nan","Gillibrand","nan","Primary"
505,"BILLS-115s1631rs","nan","Brown","nan","Co"
505,"BILLS-115s1631rs","nan","Booker","nan","Co"
505,"BILLS-115s1631rs","nan","Hirono","nan","Co"
505,"BILLS-115s1631rs","nan","Markey","nan","Co"
505,"BILLS-115s1631rs","nan","Merkley","nan","Co"
505,"BILLS-115s1631rs","nan","Schatz","nan","Co"
505,"BILLS-115s1631rs","nan","Whitehouse","nan","Co"
505,"BILLS-115s1631rs","nan","Baldwin","nan","Co"
505,"BILLS-115s1631rs","nan","Reed","nan","Co"
505,"BILLS-115s1631rs","nan","Blumenthal","nan","Co"
505,"BILLS-115s1631rs","nan","Warren","nan","Co"
505,"BILLS-115s1631rs","nan","Durbin","nan","Co"
505,"BILLS-115s1631rs","nan","Sanders","nan","Co"
505,"BILLS-115s1631rs","nan","Murphy","nan","Co"
505,"BILLS-115s1631rs","nan","Udall","nan","Co"
505,"BILLS-115s1631rs","nan","Schumer","nan","Co"
505,"BILLS-115s1631rs","nan","Klobuchar","nan","Co"
505,"BILLS-115s1631rs","nan","Franken","nan","Co"
505,"BILLS-115s1631rs","nan","Feinstein","nan","Co"
505,"BILLS-115s1631rs","nan","Heitkamp","nan","Co"
505,"BILLS-115s1631rs","nan","Murray","nan","Co"
505,"BILLS-115s1631rs","Van","Hollen","nan","Co"
505,"BILLS-115s1631rs","nan","Leahy","nan","Co"
505,"BILLS-115s1631rs","nan","Duckworth","nan","Co"
505,"BILLS-115s1631rs","nan","Menendez","nan","Co"
505,"BILLS-115s1631rs","nan","Harris","nan","Co"
506,"BILLS-115hr4261ih","nan","Corker","nan","Primary"
506,"BILLS-115hr4261ih","nan","Corker","nan","Primary"
506,"BILLS-115hr4261ih","nan","nan","nan","Co"
507,"BILLS-115s3246is","nan","Scott","Virginia","Primary"
507,"BILLS-115s3246is","nan","Lewis","Minnesota","Co"
507,"BILLS-115s3246is","nan","Conyers","nan","Co"
507,"BILLS-115s3246is","nan","Love","nan","Co"
507,"BILLS-115s3246is","Jackson","Lee","nan","Co"
507,"BILLS-115s3246is","nan","Curbelo","Florida","Co"
507,"BILLS-115s3246is","nan","Norton","nan","Co"
507,"BILLS-115s3246is","nan","Fitzpatrick","nan","Co"
508,"BILLS-115hr3474ih","nan","Hatch","nan","Primary"
508,"BILLS-115hr3474ih","nan","Wyden","nan","Co"
508,"BILLS-115hr3474ih","nan","Grassley","nan","Co"
508,"BILLS-115hr3474ih","nan","Cantwell","nan","Co"
508,"BILLS-115hr3474ih","nan","Roberts","nan","Co"
508,"BILLS-115hr3474ih","nan","Cardin","nan","Co"
508,"BILLS-115hr3474ih","nan","Thune","nan","Co"
508,"BILLS-115hr3474ih","nan","Bennet","nan","Co"
508,"BILLS-115hr3474ih","nan","Isakson","nan","Co"
508,"BILLS-115hr3474ih","nan","Warner","nan","Co"
508,"BILLS-115hr3474ih","nan","Scott","nan","Co"
508,"BILLS-115hr3474ih","nan","Cassidy","nan","Co"
508,"BILLS-115hr3474ih","nan","McCaskill","nan","Co"
509,"BILLS-115hr5164ih","nan","Grijalva","nan","Primary"
509,"BILLS-115hr5164ih","nan","nan","nan","Co"
510,"BILLS-115hr947ih","nan","Kelly","Illinois","Primary"
510,"BILLS-115hr947ih","nan","Clark","Massachusetts","Co"
510,"BILLS-115hr947ih","Al","Green","Texas","Co"
510,"BILLS-115hr947ih","nan","Clarke","New York","Co"
510,"BILLS-115hr947ih","nan","Moore","nan","Co"
510,"BILLS-115hr947ih","nan","Serrano","nan","Co"
510,"BILLS-115hr947ih","Maxine","Waters","California","Co"
510,"BILLS-115hr947ih","nan","DeGette","nan","Co"
510,"BILLS-115hr947ih","nan","Schakowsky","nan","Co"
510,"BILLS-115hr947ih","Danny K","Davis","Illinois","Co"
510,"BILLS-115hr947ih","nan","Hastings","nan","Co"
510,"BILLS-115hr947ih","nan","Norton","nan","Co"
511,"BILLS-115hr1000ih","nan","DeLauro","nan","Primary"
