,BillID,SponsorLastName,SponsorFirstName,SponsorState,PrimaryOrCoSponsor
5357,383,Capuano,,,Co
5358,383,Blumenauer,,,Co
5359,383,Cohen,,,Co
5360,383,Beatty,,,Co
5361,383,Takano,,,Co
5362,383,McGovern,,,Co
5363,383,McCollum,,,Co
5364,383,Welch,,,Co
5365,383,Eshoo,,,Co
5366,383,Butterfield,,,Co
5367,383,Nadler,,,Co
5368,383,Schiff,,,Co
5369,383,Schakowsky,,,Co
5370,383,Cummings,,,Co
5371,383,Raskin,,,Co
5372,383,Jayapal,,,Co
5373,383,Pallone,,,Co
5374,384,Ellison,,,Primary
5375,384,Khanna,,,Co
5376,384,Cartwright,,,Co
5377,384,Capuano,,,Co
5378,384,Huffman,,,Co
5379,384,Schultz,Wasserman,,Co
5380,384,Norton,,,Co
5381,384,Moore,,,Co
5382,384,Pocan,,,Co
5383,384,Brown,,Maryland,Co
5384,384,Bustos,,,Co
5385,384,Velázquez,,,Co
5386,384,Lawrence,,,Co
5387,384,Barragán,,,Co
5388,384,McGovern,,,Co
5389,384,Meng,,,Co
5390,384,Gabbard,,,Co
5391,384,Johnson,,Georgia,Co
5392,384,Schakowsky,,,Co
5393,384,Kildee,,,Co
5394,384,Welch,,,Co
5395,384,Carbajal,,,Co
5396,384,Lofgren,,,Co
5397,384,McCollum,,,Co
5398,384,Coleman,Watson,,Co
5399,384,Jayapal,,,Co
5400,384,Espaillat,,,Co
5401,384,Yarmuth,,,Co
5402,384,Maloney,Carolyn B,New York,Co
5403,384,Nadler,,,Co
5404,384,Shea-Porter,,,Co
5405,384,Raskin,,,Co
5406,384,DeSaulnier,,,Co
5407,384,Grijalva,,,Co
5408,384,Quigley,,,Co
5409,384,Luján,Ben R,New Mexico,Co
5410,384,Carson,,Indiana,Co
5411,385,,,,Primary
5412,385,,,,Co
5413,386,,,,Primary
5414,386,,,,Co
5415,387,Abraham,,,Primary
5416,387,,,,Co
5417,388,Manchin,,,Primary
5418,388,,,,Co
5419,389,Goodlatte,,,Primary
5420,389,,,,Co
5421,390,Udall,,,Primary
5422,390,Klobuchar,,,Co
5423,390,Heinrich,,,Co
5424,391,,,,Primary
5425,391,,,,Co
5426,392,,,,Primary
5427,392,,,,Co
5428,393,Speier,,,Primary
5429,393,Costello,,Pennsylvania,Co
5430,393,Kuster,,New Hampshire,Co
5431,393,Poliquin,,,Co
5432,393,Fitzpatrick,,,Co
5433,393,Raskin,,,Co
5434,394,Blackburn,,,Primary
5435,394,Rush,,,Co
5436,395,Rouzer,,,Primary
5437,395,Chaffetz,,,Co
5438,396,,,,Primary
5439,396,,,,Co
5440,397,,,,Primary
5441,397,,,,Co
5442,398,Booker,,,Primary
5443,398,Heitkamp,,,Co
5444,398,Cotton,,,Co
5445,398,Young,,,Co
5446,399,Kaine,,,Primary
5447,399,Hoeven,,,Primary
5448,399,Warner,,,Co
5449,400,Heitkamp,,,Primary
5450,400,Alexander,,,Primary
5451,400,Capito,,,Co
5452,400,Booker,,,Co
5453,400,Gillibrand,,,Co
5454,400,Hassan,,,Co
5455,400,Brown,,,Co
5456,400,Duckworth,,,Co
5457,400,Bennet,,,Co
5458,400,Coons,,,Co
5459,400,Hollen,Van,,Co
5460,400,Blumenthal,,,Co
5461,400,Cantwell,,,Co
5462,400,Warren,,,Co
5463,400,Manchin,,,Co
5464,400,Reed,,,Co
5465,400,Collins,,,Co
5466,400,Tester,,,Co
5467,400,Klobuchar,,,Co
5468,400,Baldwin,,,Co
5469,400,Whitehouse,,,Co
5470,400,Smith,,,Co
5471,400,Jones,,,Co
5472,400,Feinstein,,,Co
5473,400,Carper,,,Co
5474,400,Markey,,,Co
5475,400,Nelson,,,Co
5476,400,Stabenow,,,Co
5477,400,Shaheen,,,Co
5478,400,Cassidy,,,Co
5479,400,Masto,Cortez,,Co
5480,400,Casey,,,Co
5481,400,Durbin,,,Co
5482,400,Menendez,,,Co
5483,400,Merkley,,,Co
5484,400,Murphy,,,Co
5485,400,Murkowski,,,Co
5486,400,Murray,,,Co
5487,400,Peters,,,Co
5488,401,Grassley,,,Primary
5489,401,Grassley,,,Primary
5490,401,Feinstein,,,Co
5491,401,Cornyn,,,Co
5492,401,Klobuchar,,,Co
5493,401,Corker,,,Co
5494,401,Rubio,,,Co
5495,401,Hatch,,,Co
5496,401,Crapo,,,Co
5497,401,Blumenthal,,,Co
5498,401,Leahy,,,Co
5499,401,Coons,,,Co
5500,401,Tillis,,,Co
5501,401,Brown,,,Co
5502,401,Young,,,Co
5503,401,Durbin,,,Co
5504,401,McCaskill,,,Co
5505,401,Kennedy,,,Co
5506,401,Masto,Cortez,,Co
5507,401,Hollen,Van,,Co
5508,401,Peters,,,Co
5509,401,Cruz,,,Co
5510,402,Rokita,,,Primary
5511,402,Brat,,,Co
5512,402,Loudermilk,,,Co
5513,402,Smith,,Missouri,Co
5514,403,Wittman,,,Primary
5515,403,Beyer,,,Co
5516,403,Scott,,Virginia,Co
5517,403,Connolly,,,Co
5518,403,Taylor,,,Co
5519,404,Kaine,,,Primary
5520,404,Warner,,,Co
5521,405,Schatz,,,Primary
5522,405,Gillibrand,,,Co
5523,405,Booker,,,Co
5524,405,Harris,,,Co
5525,405,Merkley,,,Co
5526,405,Warren,,,Co
5527,405,Brown,,,Co
5528,405,Blumenthal,,,Co
5529,405,Baldwin,,,Co
5530,406,Scott,,Virginia,Primary
5531,406,Davis,,California,Co
5532,407,Conyers,,,Primary
5533,407,Grijalva,,,Co
5534,407,Lee,Jackson,,Co
5535,407,Lawrence,,,Co
5536,407,McCollum,,,Co
5537,407,Pocan,,,Co
5538,407,Evans,,,Co
5539,407,Ellison,,,Co
5540,407,Moore,,,Co
5541,407,Norton,,,Co
5542,407,Gabbard,,,Co
5543,407,Bustos,,,Co
5544,407,Jayapal,,,Co
5545,407,Johnson,,Georgia,Co
5546,407,Schakowsky,,,Co
5547,407,McGovern,,,Co
5548,407,Grisham,Michelle L,New Mexico,Co
5549,407,Welch,,,Co
5550,407,Huffman,,,Co
5551,407,Nadler,,,Co
5552,407,Clarke,,New York,Co
5553,407,Raskin,,,Co
5554,407,Luján,Ben R,New Mexico,Co
5555,408,Pocan,,,Primary
5556,408,Ellison,,,Co
5557,408,Coleman,Watson,,Co
5558,408,Grijalva,,,Co
5559,408,Takano,,,Co
5560,408,Nolan,,,Co
5561,408,Chu,Judy,California,Co
5562,408,Clarke,,New York,Co
5563,408,Crowley,,,Co
5564,408,DeLauro,,,Co
5565,408,DeSaulnier,,,Co
5566,408,Gomez,,,Co
5567,408,Norton,,,Co
5568,408,Lee,Jackson,,Co
5569,408,Khanna,,,Co
5570,408,Lee,,,Co
5571,408,Maloney,Carolyn B,New York,Co
5572,408,Moore,,,Co
5573,408,Napolitano,,,Co
5574,408,Pallone,,,Co
5575,408,Raskin,,,Co
5576,408,Welch,,,Co
5577,408,Huffman,,,Co
5578,409,Velázquez,,,Primary
5579,409,,,,Co
5580,410,Smucker,,,Primary
5581,410,Mooney,,West Virginia,Co
5582,411,Leahy,,,Primary
5583,411,Collins,,,Co
5584,411,Heitkamp,,,Co
5585,412,Hatch,,,Primary
5586,412,Warren,,,Co
5587,412,Cassidy,,,Co
5588,412,Whitehouse,,,Co
5589,413,,,,Primary
5590,413,,,,Co
5591,414,,,,Primary
5592,414,,,,Co
5593,415,Richmond,,,Primary
5594,415,Lewis,,Georgia,Co
5595,415,Norton,,,Co
5596,415,Waters,Maxine,California,Co
5597,415,Bishop,,Georgia,Co
5598,415,Clyburn,,,Co
5599,415,Hastings,,,Co
5600,415,Johnson,Eddie B,Texas,Co
5601,415,Rush,,,Co
5602,415,Scott,,Virginia,Co
5603,415,Thompson,,Mississippi,Co
5604,415,Lee,Jackson,,Co
5605,415,Cummings,,,Co
5606,415,Davis,Danny K,Illinois,Co
5607,415,Meeks,,,Co
5608,415,Lee,,,Co
5609,415,Clay,,,Co
5610,415,Scott,David,Georgia,Co
5611,415,Butterfield,,,Co
5612,415,Cleaver,,,Co
5613,415,Green,Al,Texas,Co
5614,415,Moore,,,Co
5615,415,Clarke,,New York,Co
5616,415,Ellison,,,Co
5617,415,Johnson,,Georgia,Co
5618,415,Carson,,Indiana,Co
5619,415,Fudge,,,Co
5620,415,Bass,,,Co
5621,415,Sewell,,Alabama,Co
5622,415,Wilson,,Florida,Co
5623,415,Payne,,,Co
5624,415,Beatty,,,Co
5625,415,Jeffries,,,Co
5626,415,Veasey,,,Co
5627,415,Kelly,,Illinois,Co
5628,415,Adams,,,Co
5629,415,Lawrence,,,Co
5630,415,Plaskett,,,Co
5631,415,Coleman,Watson,,Co
5632,415,Evans,,,Co
5633,415,Rochester,Blunt,,Co
5634,415,Brown,,Maryland,Co
5635,415,Demings,,,Co
5636,415,Lawson,,Florida,Co
5637,415,McEachin,,,Co
5638,416,Reed,,,Primary
5639,416,Brown,,,Co
5640,416,Masto,Cortez,,Co
5641,416,Hassan,,,Co
5642,416,Warren,,,Co
5643,416,Whitehouse,,,Co
5644,416,Hirono,,,Co
5645,416,Cardin,,,Co
5646,417,Menendez,,,Primary
5647,417,Booker,,,Co
5648,417,Gillibrand,,,Co
5649,417,Harris,,,Co
5650,417,Wyden,,,Co
5651,418,Yarmuth,,,Primary
5652,418,Denham,,,Co
5653,418,Reichert,,,Co
5654,419,Quigley,,,Primary
5655,419,Rice,,South Carolina,Co
5656,419,Lipinski,,,Co
5657,419,Krishnamoorthi,,,Co
5658,420,Cárdenas,,,Primary
5659,420,Polis,,,Co
5660,420,Kilmer,,,Co
5661,420,Esty,,Connecticut,Co
5662,421,Wyden,,,Primary
5663,421,Rubio,,,Co
5664,421,Warner,,,Co
5665,422,Hirono,,,Primary
5666,422,Blumenthal,,,Co
5667,422,Baldwin,,,Co
5668,422,Markey,,,Co
5669,422,Cantwell,,,Co
5670,422,Gillibrand,,,Co
5671,422,Shaheen,,,Co
5672,422,Wyden,,,Co
5673,422,Warren,,,Co
5674,422,Merkley,,,Co
5675,422,Hassan,,,Co
5676,422,Masto,Cortez,,Co
5677,423,Matsui,,,Primary
5678,423,Ryan,,Ohio,Co
5679,423,DeLauro,,,Co
5680,423,Pingree,,,Co
5681,423,Roybal-Allard,,,Co
5682,423,Garamendi,,,Co
5683,423,Lee,Jackson,,Co
5684,423,Wilson,,Florida,Co
5685,423,McNerney,,,Co
5686,423,Lofgren,,,Co
5687,423,Johnson,,Georgia,Co
5688,423,Lowenthal,,,Co
5689,423,Norton,,,Co
5690,423,Hastings,,,Co
5691,423,Maloney,Sean P,New York,Co
5692,423,Chu,Judy,California,Co
5693,423,Kuster,,New Hampshire,Co
5694,424,Warner,,,Primary
5695,424,Heller,,,Co
5696,424,Kaine,,,Co
5697,424,Gardner,,,Co
5698,425,Mitchell,,,Primary
5699,425,Polis,,,Co
5700,425,Garrett,,,Co
5701,425,Krishnamoorthi,,,Co
5702,425,Stivers,,,Co
5703,425,Panetta,,,Co
5704,425,Dunn,,,Co
5705,426,,,,Primary
5706,426,,,,Co
5707,427,Schatz,,,Primary
5708,427,Brown,,,Co
5709,428,Hunter,,,Primary
5710,428,Fitzpatrick,,,Co
5711,428,Peters,,,Co
5712,428,Carson,,Indiana,Co
5713,429,Paulsen,,,Primary
5714,429,Moore,,,Co
5715,430,Paul,,,Primary
5716,430,Gillibrand,,,Co
5717,431,Bass,,,Primary
5718,431,Love,,,Co
5719,431,Clark,,Massachusetts,Co
5720,431,Rodgers,McMorris,,Co
5721,431,Frankel,,Florida,Co
5722,431,McSally,,,Co
5723,431,Lawrence,,,Co
5724,431,Stefanik,,,Co
5725,431,Roybal-Allard,,,Co
5726,431,Granger,,,Co
5727,431,Lofgren,,,Co
5728,431,Comstock,,,Co
5729,431,Lee,Jackson,,Co
5730,431,Brooks,,Indiana,Co
5731,431,Chu,Judy,California,Co
5732,431,Jenkins,,Kansas,Co
5733,431,Jayapal,,,Co
5734,431,Noem,,,Co
5735,431,Napolitano,,,Co
5736,431,Black,,,Co
5737,431,Wagner,,,Co
5738,431,Kaptur,,,Co
5739,431,Beutler,Herrera,,Co
5740,431,Matsui,,,Co
5741,431,Ros-Lehtinen,,,Co
5742,431,Brownley,,California,Co
5743,431,Handel,,,Co
5744,431,Sewell,,Alabama,Co
5745,431,Cheney,,,Co
5746,431,Fudge,,,Co
5747,431,Roby,,,Co
5748,431,McCollum,,,Co
5749,431,Walorski,,,Co
5750,431,Dingell,,,Co
5751,431,Speier,,,Co
5752,431,Coleman,Watson,,Co
5753,431,Norton,,,Co
5754,431,Lee,,,Co
5755,431,Moore,,,Co
5756,431,Clarke,,New York,Co
5757,431,Pingree,,,Co
5758,431,Grisham,Michelle L,New Mexico,Co
5759,431,Wilson,,Florida,Co
5760,431,Titus,,,Co
5761,431,Barragán,,,Co
5762,431,Hanabusa,,,Co
5763,431,Johnson,Eddie B,Texas,Co
5764,431,Davis,,California,Co
5765,431,Velázquez,,,Co
5766,431,Bonamici,,,Co
5767,431,Bustos,,,Co
5768,431,Esty,,Connecticut,Co
5769,431,Tsongas,,,Co
5770,431,Meng,,,Co
5771,431,Sinema,,,Co
5772,431,Rochester,Blunt,,Co
5773,431,DeLauro,,,Co
5774,431,Adams,,,Co
5775,431,Schakowsky,,,Co
5776,432,Wagner,,,Primary
5777,432,Ross,,,Co
5778,432,Tenney,,,Co
5779,432,Green,Al,Texas,Co
5780,433,,,,Primary
5781,433,,,,Co
5782,434,Slaughter,,,Primary
5783,434,Chu,Judy,California,Co
5784,434,McNerney,,,Co
5785,435,Quigley,,,Primary
5786,435,,,,Co
5787,436,Guthrie,,,Primary
5788,436,Bonamici,,,Co
5789,437,Cohen,,,Primary
5790,437,Lieu,Ted,California,Co
5791,437,Lee,Jackson,,Co
5792,438,Manchin,,,Primary
5793,438,,,,Co
5794,439,Polis,,,Primary
5795,439,Farenthold,,,Co
5796,439,Smith,,Washington,Co
5797,439,Beyer,,,Co
5798,440,Wyden,,,Primary
5799,440,Paul,,,Co
5800,441,Schiff,,,Primary
5801,441,,,,Co
5802,442,Scott,,Virginia,Primary
5803,442,DeFazio,,,Co
5804,442,Pallone,,,Co
5805,442,Norcross,,,Co
5806,442,Dingell,,,Co
5807,442,Kihuen,,,Co
5808,442,Norton,,,Co
5809,442,Sablan,,,Co
5810,442,Espaillat,,,Co
5811,442,Bonamici,,,Co
5812,442,Adams,,,Co
5813,442,Ryan,,Ohio,Co
5814,442,Gallego,,,Co
5815,442,Nadler,,,Co
5816,442,Lee,Jackson,,Co
5817,442,Evans,,,Co
5818,442,Velázquez,,,Co
5819,442,Wilson,,Florida,Co
5820,442,Sewell,,Alabama,Co
5821,442,Clarke,,New York,Co
5822,442,Lieu,Ted,California,Co
5823,442,Payne,,,Co
5824,442,Kaptur,,,Co
5825,442,Demings,,,Co
5826,442,Vela,,,Co
5827,442,Fudge,,,Co
5828,442,Rush,,,Co
5829,442,Rochester,Blunt,,Co
5830,442,Richmond,,,Co
5831,442,Johnson,,Georgia,Co
5832,442,Pocan,,,Co
5833,442,Conyers,,,Co
5834,442,Engel,,,Co
5835,442,Roybal-Allard,,,Co
5836,442,Cleaver,,,Co
5837,442,Khanna,,,Co
5838,442,Cohen,,,Co
5839,442,Boyle,Brendan F,Pennsylvania,Co
5840,442,Jeffries,,,Co
5841,442,Brady,,Pennsylvania,Co
5842,442,Clay,,,Co
5843,442,Takano,,,Co
5844,442,Vargas,,,Co
5845,442,Blumenauer,,,Co
5846,442,McEachin,,,Co
5847,442,Torres,,,Co
5848,442,Nolan,,,Co
5849,442,DeSaulnier,,,Co
5850,442,Loebsack,,,Co
5851,442,Moore,,,Co
5852,442,Hanabusa,,,Co
5853,442,Serrano,,,Co
5854,442,Luján,Ben R,New Mexico,Co
5855,442,Green,Gene,Texas,Co
5856,442,DeLauro,,,Co
5857,442,Castor,,Florida,Co
5858,442,Schakowsky,,,Co
5859,442,McGovern,,,Co
5860,442,Cartwright,,,Co
5861,443,Fudge,,,Primary
5862,443,Evans,,,Co
5863,443,Lee,,,Co
5864,444,Himes,,,Primary
5865,444,Connolly,,,Co
5866,444,Polis,,,Co
5867,445,Hirono,,,Primary
5868,445,Baldwin,,,Co
5869,445,Blumenthal,,,Co
5870,445,Markey,,,Co
5871,445,Shaheen,,,Co
5872,445,Gillibrand,,,Co
5873,445,Cantwell,,,Co
5874,445,Merkley,,,Co
5875,445,Schatz,,,Co
5876,446,Reed,,,Primary
5877,446,Alexander,,,Primary
5878,446,Capito,,,Co
5879,446,Hollen,Van,,Co
5880,446,Isakson,,,Co
5881,446,Blunt,,,Co
5882,446,Shaheen,,,Co
5883,446,Rubio,,,Co
5884,446,Gillibrand,,,Co
5885,446,Booker,,,Co
5886,446,Collins,,,Co
5887,446,King,,,Co
5888,446,Coons,,,Co
5889,446,Perdue,,,Co
5890,446,Grassley,,,Co
5891,446,Stabenow,,,Co
5892,446,Kennedy,,,Co
5893,446,Whitehouse,,,Co
5894,446,Cassidy,,,Co
5895,446,Blumenthal,,,Co
5896,446,Young,,,Co
5897,446,Casey,,,Co
5898,446,Manchin,,,Co
5899,446,Ernst,,,Co
5900,446,Nelson,,,Co
5901,446,Portman,,,Co
5902,446,Fischer,,,Co
5903,446,Franken,,,Co
5904,446,Brown,,,Co
5905,446,Hatch,,,Co
5906,446,Peters,,,Co
5907,446,Murkowski,,,Co
5908,446,Duckworth,,,Co
5909,446,Markey,,,Co
5910,446,Heller,,,Co
5911,446,Klobuchar,,,Co
5912,446,Wicker,,,Co
5913,446,Merkley,,,Co
5914,446,Donnelly,,,Co
5915,446,Feinstein,,,Co
5916,446,Schumer,,,Co
5917,446,Bennet,,,Co
5918,446,Leahy,,,Co
5919,446,Kaine,,,Co
5920,446,Smith,,,Co
5921,446,Tillis,,,Co
5922,446,Masto,Cortez,,Co
5923,446,Sanders,,,Co
5924,446,Cardin,,,Co
5925,446,Baldwin,,,Co
5926,447,Harris,,,Primary
5927,447,Murkowski,,,Co
5928,448,Gillibrand,,,Primary
5929,448,Cruz,,,Co
5930,448,Booker,,,Co
5931,448,Ernst,,,Co
5932,448,Murkowski,,,Co
5933,448,Baldwin,,,Co
5934,448,Shaheen,,,Co
5935,448,Feinstein,,,Co
5936,448,Gardner,,,Co
5937,448,Portman,,,Co
5938,448,Graham,,,Co
5939,448,Sullivan,,,Co
5940,448,Cornyn,,,Co
5941,448,Harris,,,Co
5942,448,Hassan,,,Co
5943,448,Masto,Cortez,,Co
5944,448,Blumenthal,,,Co
5945,448,Hirono,,,Co
5946,448,Warren,,,Co
5947,448,McCaskill,,,Co
5948,449,Cooper,,,Primary
5949,449,Peterson,,,Co
5950,449,Sinema,,,Co
5951,449,Costa,,,Co
5952,449,Schrader,,,Co
5953,449,Murphy,,Florida,Co
5954,449,Quigley,,,Co
5955,449,O'Halleran,,,Co
5956,450,Cornyn,,,Primary
5957,450,Heller,,,Co
5958,450,Roberts,,,Co
5959,451,Murray,,,Primary
5960,451,Schumer,,,Co
5961,451,Durbin,,,Co
5962,451,Menendez,,,Co
5963,451,Coons,,,Co
5964,451,Brown,,,Co
5965,451,Udall,,,Co
5966,451,Casey,,,Co
5967,451,Baldwin,,,Co
5968,451,Hollen,Van,,Co
5969,451,Shaheen,,,Co
5970,451,Gillibrand,,,Co
5971,451,Klobuchar,,,Co
5972,451,Markey,,,Co
5973,451,Hirono,,,Co
5974,451,Feinstein,,,Co
5975,451,Manchin,,,Co
5976,451,Heinrich,,,Co
5977,451,Blumenthal,,,Co
5978,451,Leahy,,,Co
5979,451,Booker,,,Co
5980,451,Reed,,,Co
5981,451,Sanders,,,Co
5982,451,Warren,,,Co
5983,451,Stabenow,,,Co
5984,451,Carper,,,Co
5985,451,Whitehouse,,,Co
5986,451,McCaskill,,,Co
5987,451,Cantwell,,,Co
5988,451,Franken,,,Co
5989,451,Warner,,,Co
5990,451,Harris,,,Co
5991,451,Murphy,,,Co
5992,451,Nelson,,,Co
5993,451,Wyden,,,Co
5994,451,Kaine,,,Co
5995,451,Hassan,,,Co
5996,451,Merkley,,,Co
5997,451,Tester,,,Co
5998,451,Duckworth,,,Co
5999,451,Bennet,,,Co
6000,452,Booker,,,Primary
6001,452,Gillibrand,,,Co
6002,452,Baldwin,,,Co
6003,452,Cardin,,,Co
6004,452,Blumenthal,,,Co
6005,452,Harris,,,Co
6006,453,Meng,,,Primary
6007,453,Scott,,Virginia,Co
6008,453,Velázquez,,,Co
6009,453,Clarke,,New York,Co
6010,453,Nadler,,,Co
6011,453,Serrano,,,Co
6012,453,Jeffries,,,Co
6013,453,Maloney,Carolyn B,New York,Co
6014,453,Davis,,California,Co
6015,454,Rokita,,,Primary
6016,454,Messer,,,Co
6017,454,Franks,,Arizona,Co
6018,454,Farenthold,,,Co
6019,454,Westerman,,,Co
6020,454,DesJarlais,,,Co
6021,454,Moolenaar,,,Co
6022,454,Palazzo,,,Co
6023,454,Black,,,Co
6024,454,Schweikert,,,Co
6025,454,Hice,Jody B,Georgia,Co
6026,454,Loudermilk,,,Co
6027,454,Pittenger,,,Co
6028,454,Bishop,,Utah,Co
6029,454,Duncan,,South Carolina,Co
6030,454,Cole,,,Co
6031,454,Olson,,,Co
6032,454,Rohrabacher,,,Co
6033,454,Cramer,,,Co
6034,454,Meadows,,,Co
6035,454,Brat,,,Co
6036,454,Stewart,,,Co
6037,454,Pearce,,,Co
6038,454,Trott,,,Co
6039,454,Banks,,Indiana,Co
6040,454,Barr,,,Co
6041,454,Allen,,,Co
6042,455,DeLauro,,,Primary
6043,455,Boyle,Brendan F,Pennsylvania,Co
6044,455,Velázquez,,,Co
6045,455,Slaughter,,,Co
6046,455,O'Halleran,,,Co
6047,455,Clarke,,New York,Co
6048,455,McCollum,,,Co
6049,455,Norton,,,Co
6050,455,Coleman,Watson,,Co
6051,455,Payne,,,Co
6052,455,Rice,,New York,Co
6053,455,Hastings,,,Co
6054,455,Speier,,,Co
6055,455,Langevin,,,Co
6056,455,Frankel,,Florida,Co
6057,455,Cicilline,,,Co
6058,455,Maloney,Carolyn B,New York,Co
6059,455,Engel,,,Co
6060,455,Schultz,Wasserman,,Co
6061,455,Napolitano,,,Co
6062,455,Adams,,,Co
6063,455,Shea-Porter,,,Co
6064,455,Moore,,,Co
6065,455,Lee,Jackson,,Co
6066,455,Dingell,,,Co
6067,455,Tsongas,,,Co
6068,455,DeFazio,,,Co
6069,455,Rosen,,,Co
6070,455,Torres,,,Co
6071,455,Thompson,,California,Co
6072,455,Pocan,,,Co
6073,455,Higgins,,New York,Co
6074,455,Schakowsky,,,Co
6075,455,Blumenauer,,,Co
6076,455,DelBene,,,Co
6077,455,Bonamici,,,Co
6078,455,Raskin,,,Co
6079,455,Norcross,,,Co
6080,455,Cárdenas,,,Co
6081,455,Carbajal,,,Co
6082,455,Smith,,Washington,Co
6083,455,Demings,,,Co
6084,455,Lynch,,,Co
6085,455,Khanna,,,Co
6086,455,Kihuen,,,Co
6087,455,Meeks,,,Co
6088,455,Davis,Danny K,Illinois,Co
6089,455,Beyer,,,Co
6090,455,Moulton,,,Co
6091,455,Lowenthal,,,Co
6092,455,Clark,,Massachusetts,Co
6093,455,Capuano,,,Co
6094,455,Brownley,,California,Co
6095,455,Lawrence,,,Co
6096,455,Castor,,Florida,Co
6097,455,Foster,,,Co
6098,455,Tonko,,,Co
6099,455,Kind,,,Co
6100,455,Wilson,,Florida,Co
6101,455,Scott,David,Georgia,Co
6102,455,Serrano,,,Co
6103,455,Sablan,,,Co
6104,455,Fudge,,,Co
6105,455,Ellison,,,Co
6106,455,Suozzi,,,Co
6107,455,McEachin,,,Co
6108,455,Takano,,,Co
6109,455,Grijalva,,,Co
6110,455,Doyle,Michael F,Pennsylvania,Co
6111,455,Heck,,,Co
6112,455,McNerney,,,Co
6113,455,Yarmuth,,,Co
6114,455,Lieu,Ted,California,Co
6115,455,Garamendi,,,Co
6116,455,Swalwell,,California,Co
6117,455,DeSaulnier,,,Co
6118,455,Evans,,,Co
6119,455,Conyers,,,Co
6120,455,Gallego,,,Co
6121,455,Aguilar,,,Co
6122,455,Ryan,,Ohio,Co
6123,455,Cooper,,,Co
6124,455,Cleaver,,,Co
6125,455,Peters,,,Co
6126,455,Bustos,,,Co
6127,455,Kildee,,,Co
6128,455,DeGette,,,Co
6129,455,Roybal-Allard,,,Co
6130,455,Connolly,,,Co
6131,455,Nadler,,,Co
6132,455,Kennedy,,,Co
6133,455,Cohen,,,Co
6134,455,Carson,,Indiana,Co
6135,455,Perlmutter,,,Co
6136,455,Vargas,,,Co
6137,455,Walz,,,Co
6138,455,Veasey,,,Co
6139,455,Schrader,,,Co
6140,455,Sánchez,,,Co
6141,455,Jeffries,,,Co
6142,455,Himes,,,Co
6143,455,Butterfield,,,Co
6144,455,Beatty,,,Co
6145,455,Brady,,Pennsylvania,Co
6146,455,Bera,,,Co
6147,455,McGovern,,,Co
6148,455,Jayapal,,,Co
6149,455,Gottheimer,,,Co
6150,455,Grisham,Michelle L,New Mexico,Co
6151,455,Green,Gene,Texas,Co
6152,455,Schneider,,,Co
6153,455,Kilmer,,,Co
6154,455,Lawson,,Florida,Co
6155,455,Bishop,,Georgia,Co
6156,455,Espaillat,,,Co
6157,455,Levin,,,Co
6158,455,Davis,,California,Co
6159,455,Lee,,,Co
6160,455,Crist,,,Co
6161,455,Delaney,,,Co
6162,455,Rochester,Blunt,,Co
6163,455,Pallone,,,Co
6164,455,Huffman,,,Co
6165,455,Matsui,,,Co
6166,455,Pascrell,,,Co
6167,455,Kaptur,,,Co
6168,455,Vela,,,Co
6169,455,Gutiérrez,,,Co
6170,455,Eshoo,,,Co
6171,455,Krishnamoorthi,,,Co
6172,455,Barragán,,,Co
6173,455,Maloney,Sean P,New York,Co
6174,455,Courtney,,,Co
6175,455,Welch,,,Co
6176,455,Luján,Ben R,New Mexico,Co
6177,455,Pingree,,,Co
6178,455,Johnson,Eddie B,Texas,Co
6179,455,Sarbanes,,,Co
6180,455,Hoyer,,,Co
6181,455,Murphy,,Florida,Co
6182,455,Titus,,,Co
6183,455,Sinema,,,Co
6184,455,Crowley,,,Co
6185,455,Doggett,,,Co
6186,455,Cartwright,,,Co
6187,455,Cummings,,,Co
6188,455,Price,,North Carolina,Co
6189,455,Nolan,,,Co
6190,455,Meng,,,Co
6191,455,Deutch,,,Co
6192,455,Bass,,,Co
6193,455,Gabbard,,,Co
6194,455,Sewell,,Alabama,Co
6195,455,Clay,,,Co
6196,455,Chu,Judy,California,Co
6197,455,Keating,,,Co
6198,455,Larsen,,Washington,Co
6199,455,Lowey,,,Co
6200,455,Green,Al,Texas,Co
6201,455,O'Rourke,,,Co
6202,455,Kuster,,New Hampshire,Co
6203,455,Larson,,Connecticut,Co
6204,455,Scott,,Virginia,Co
6205,455,Visclosky,,,Co
6206,455,Johnson,,Georgia,Co
6207,455,Sherman,,,Co
6208,455,Rush,,,Co
6209,455,Loebsack,,,Co
6210,455,Correa,,,Co
6211,455,Quigley,,,Co
6212,455,Kelly,,Illinois,Co
6213,455,Richmond,,,Co
6214,455,Hanabusa,,,Co
6215,455,Neal,,,Co
6216,455,Lofgren,,,Co
6217,455,Brown,,Maryland,Co
6218,455,Sires,,,Co
6219,455,Lipinski,,,Co
6220,455,Lewis,,Georgia,Co
6221,455,Schiff,,,Co
6222,455,Esty,,,Co
6223,455,Soto,,,Co
6224,455,Gonzalez,,Texas,Co
6225,455,Polis,,,Co
6226,455,Castro,,Texas,Co
6227,455,Bordallo,,,Co
6228,455,Pelosi,,,Co
6229,455,Clyburn,,,Co
6230,455,Cuellar,,,Co
6231,455,Panetta,,,Co
6232,455,Plaskett,,,Co
6233,455,Ruiz,,,Co
6234,455,Ruppersberger,,,Co
6235,455,Thompson,,Mississippi,Co
6236,455,Costa,,,Co
