,Name,Link,OfficialTitle,BillStage,Date,LegisType,CommitteeName,SponsorLastName,SponsorFirstName,SponsorState,CoSponsorLastName,CoSponsorFirstName,CoSponsorState
88,CHRG-115hhrg26728,https://www.govinfo.gov/content/pkg/CHRG-115hhrg26728/html/CHRG-115hhrg26728.htm,,,,,,,,,,,
89,CHRG-115hhrg36155,https://www.govinfo.gov/content/pkg/CHRG-115hhrg36155/html/CHRG-115hhrg36155.htm,,,,,,,,,,,
90,CHRG-115shrg29655,https://www.govinfo.gov/content/pkg/CHRG-115shrg29655/html/CHRG-115shrg29655.htm,,,,,,,,,,,
91,CHRG-115shrg37225,https://www.govinfo.gov/content/pkg/CHRG-115shrg37225/html/CHRG-115shrg37225.htm,,,,,,,,,,,
92,CHRG-115shrg30412,https://www.govinfo.gov/content/pkg/CHRG-115shrg30412/html/CHRG-115shrg30412.htm,,,,,,,,,,,
93,CHRG-115hhrg33659,https://www.govinfo.gov/content/pkg/CHRG-115hhrg33659/html/CHRG-115hhrg33659.htm,,,,,,,,,,,
94,CHRG-115shrg23667,https://www.govinfo.gov/content/pkg/CHRG-115shrg23667/html/CHRG-115shrg23667.htm,,,,,,,,,,,
95,CHRG-115hhrg30016,https://www.govinfo.gov/content/pkg/CHRG-115hhrg30016/html/CHRG-115hhrg30016.htm,,,,,,,,,,,
96,CHRG-115shrg79104753,https://www.govinfo.gov/content/pkg/CHRG-115shrg79104753/html/CHRG-115shrg79104753.htm,,,,,,,,,,,
97,CHRG-115hhrg32281,https://www.govinfo.gov/content/pkg/CHRG-115hhrg32281/html/CHRG-115hhrg32281.htm,,,,,,,,,,,
98,CHRG-115hhrg30956,https://www.govinfo.gov/content/pkg/CHRG-115hhrg30956/html/CHRG-115hhrg30956.htm,,,,,,,,,,,
99,CHRG-115hhrg31401,https://www.govinfo.gov/content/pkg/CHRG-115hhrg31401/html/CHRG-115hhrg31401.htm,,,,,,,,,,,
100,CHRG-115hhrg31324,https://www.govinfo.gov/content/pkg/CHRG-115hhrg31324/html/CHRG-115hhrg31324.htm,,,,,,,,,,,
101,CHRG-115shrg36204,https://www.govinfo.gov/content/pkg/CHRG-115shrg36204/html/CHRG-115shrg36204.htm,,,,,,,,,,,
102,CHRG-115shrg30501,https://www.govinfo.gov/content/pkg/CHRG-115shrg30501/html/CHRG-115shrg30501.htm,,,,,,,,,,,
103,CHRG-115shrg28078,https://www.govinfo.gov/content/pkg/CHRG-115shrg28078/html/CHRG-115shrg28078.htm,,,,,,,,,,,
104,CHRG-115shrg34525,https://www.govinfo.gov/content/pkg/CHRG-115shrg34525/html/CHRG-115shrg34525.htm,,,,,,,,,,,
105,CHRG-115shrg29998,https://www.govinfo.gov/content/pkg/CHRG-115shrg29998/html/CHRG-115shrg29998.htm,,,,,,,,,,,
106,CHRG-115shrg29641,https://www.govinfo.gov/content/pkg/CHRG-115shrg29641/html/CHRG-115shrg29641.htm,,,,,,,,,,,
107,CHRG-115shrg27298,https://www.govinfo.gov/content/pkg/CHRG-115shrg27298/html/CHRG-115shrg27298.htm,,,,,,,,,,,
108,CHRG-115shrg39877,https://www.govinfo.gov/content/pkg/CHRG-115shrg39877/html/CHRG-115shrg39877.htm,,,,,,,,,,,
109,CHRG-115shrg27398,https://www.govinfo.gov/content/pkg/CHRG-115shrg27398/html/CHRG-115shrg27398.htm,,,,,,,,,,,
110,CHRG-115shrg28636,https://www.govinfo.gov/content/pkg/CHRG-115shrg28636/html/CHRG-115shrg28636.htm,,,,,,,,,,,
111,CHRG-115hhrg25943,https://www.govinfo.gov/content/pkg/CHRG-115hhrg25943/html/CHRG-115hhrg25943.htm,,,,,,,,,,,
112,CHRG-115hhrg29879,https://www.govinfo.gov/content/pkg/CHRG-115hhrg29879/html/CHRG-115hhrg29879.htm,,,,,,,,,,,
113,CHRG-115hhrg32462,https://www.govinfo.gov/content/pkg/CHRG-115hhrg32462/html/CHRG-115hhrg32462.htm,,,,,,,,,,,
114,CHRG-115shrg30284,https://www.govinfo.gov/content/pkg/CHRG-115shrg30284/html/CHRG-115shrg30284.htm,,,,,,,,,,,
115,CHRG-115shrg30088,https://www.govinfo.gov/content/pkg/CHRG-115shrg30088/html/CHRG-115shrg30088.htm,,,,,,,,,,,
116,CHRG-115hhrg31629,https://www.govinfo.gov/content/pkg/CHRG-115hhrg31629/html/CHRG-115hhrg31629.htm,,,,,,,,,,,
117,CHRG-115hhrg27598,https://www.govinfo.gov/content/pkg/CHRG-115hhrg27598/html/CHRG-115hhrg27598.htm,,,,,,,,,,,
118,CHRG-114shrg69104715,https://www.govinfo.gov/content/pkg/CHRG-114shrg69104715/html/CHRG-114shrg69104715.htm,,,,,,,,,,,
119,CHRG-115hhrg30995,https://www.govinfo.gov/content/pkg/CHRG-115hhrg30995/html/CHRG-115hhrg30995.htm,,,,,,,,,,,
120,CHRG-115shrg37295,https://www.govinfo.gov/content/pkg/CHRG-115shrg37295/html/CHRG-115shrg37295.htm,,,,,,,,,,,
121,CHRG-115hhrg25718,https://www.govinfo.gov/content/pkg/CHRG-115hhrg25718/html/CHRG-115hhrg25718.htm,,,,,,,,,,,
122,CHRG-115shrg41257,https://www.govinfo.gov/content/pkg/CHRG-115shrg41257/html/CHRG-115shrg41257.htm,,,,,,,,,,,
123,CHRG-115hhrg31511,https://www.govinfo.gov/content/pkg/CHRG-115hhrg31511/html/CHRG-115hhrg31511.htm,,,,,,,,,,,
124,CHRG-115hhrg31435,https://www.govinfo.gov/content/pkg/CHRG-115hhrg31435/html/CHRG-115hhrg31435.htm,,,,,,,,,,,
125,CHRG-115hhrg29458,https://www.govinfo.gov/content/pkg/CHRG-115hhrg29458/html/CHRG-115hhrg29458.htm,,,,,,,,,,,
126,CHRG-115shrg35279,https://www.govinfo.gov/content/pkg/CHRG-115shrg35279/html/CHRG-115shrg35279.htm,,,,,,,,,,,
127,CHRG-115hhrg25481,https://www.govinfo.gov/content/pkg/CHRG-115hhrg25481/html/CHRG-115hhrg25481.htm,,,,,,,,,,,
128,CHRG-115hhrg33122,https://www.govinfo.gov/content/pkg/CHRG-115hhrg33122/html/CHRG-115hhrg33122.htm,,,,,,,,,,,
129,CHRG-115hhrg33656,https://www.govinfo.gov/content/pkg/CHRG-115hhrg33656/html/CHRG-115hhrg33656.htm,,,,,,,,,,,
