,Name,Link,OfficialTitle,BillStage,Date,LegisType,CommitteeName,SponsorLastName,SponsorFirstName,SponsorState,CoSponsorLastName,CoSponsorFirstName,CoSponsorState
125,BILLS-115hres130ih,https://www.govinfo.gov/content/pkg/BILLS-115hres130ih/xml/BILLS-115hres130ih.xml,,,,,,,,,,,
126,BILLS-115hres925ih,https://www.govinfo.gov/content/pkg/BILLS-115hres925ih/xml/BILLS-115hres925ih.xml,,,,,,,,,,,
127,BILLS-115sres214ats,https://www.govinfo.gov/content/pkg/BILLS-115sres214ats/xml/BILLS-115sres214ats.xml,,,,,,,,,,,
128,BILLS-115hr5028ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5028ih/xml/BILLS-115hr5028ih.xml,,,,,,,,,,,
129,BILLS-115hres297ih,https://www.govinfo.gov/content/pkg/BILLS-115hres297ih/xml/BILLS-115hres297ih.xml,,,,,,,,,,,
130,BILLS-115sres128ats,https://www.govinfo.gov/content/pkg/BILLS-115sres128ats/xml/BILLS-115sres128ats.xml,,,,,,,,,,,
131,BILLS-115sres128is,https://www.govinfo.gov/content/pkg/BILLS-115sres128is/xml/BILLS-115sres128is.xml,,,,,,,,,,,
132,BILLS-115sres576ats,https://www.govinfo.gov/content/pkg/BILLS-115sres576ats/xml/BILLS-115sres576ats.xml,,,,,,,,,,,
133,BILLS-115hr3676ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3676ih/xml/BILLS-115hr3676ih.xml,,,,,,,,,,,
134,BILLS-115hr2360ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2360ih/xml/BILLS-115hr2360ih.xml,,,,,,,,,,,
135,BILLS-115sres390ats,https://www.govinfo.gov/content/pkg/BILLS-115sres390ats/xml/BILLS-115sres390ats.xml,,,,,,,,,,,
136,BILLS-115sres72is,https://www.govinfo.gov/content/pkg/BILLS-115sres72is/xml/BILLS-115sres72is.xml,,,,,,,,,,,
137,BILLS-115sres214is,https://www.govinfo.gov/content/pkg/BILLS-115sres214is/xml/BILLS-115sres214is.xml,,,,,,,,,,,
138,BILLS-115hres158ih,https://www.govinfo.gov/content/pkg/BILLS-115hres158ih/xml/BILLS-115hres158ih.xml,,,,,,,,,,,
139,BILLS-115hres428ih,https://www.govinfo.gov/content/pkg/BILLS-115hres428ih/xml/BILLS-115hres428ih.xml,,,,,,,,,,,
140,BILLS-115hr1222enr,https://www.govinfo.gov/content/pkg/BILLS-115hr1222enr/xml/BILLS-115hr1222enr.xml,,,,,,,,,,,
141,BILLS-115hr266ih,https://www.govinfo.gov/content/pkg/BILLS-115hr266ih/xml/BILLS-115hr266ih.xml,,,,,,,,,,,
142,BILLS-115s2454is,https://www.govinfo.gov/content/pkg/BILLS-115s2454is/xml/BILLS-115s2454is.xml,,,,,,,,,,,
143,BILLS-115sres508is,https://www.govinfo.gov/content/pkg/BILLS-115sres508is/xml/BILLS-115sres508is.xml,,,,,,,,,,,
144,BILLS-115hr5206rs,https://www.govinfo.gov/content/pkg/BILLS-115hr5206rs/xml/BILLS-115hr5206rs.xml,,,,,,,,,,,
145,BILLS-115sres41ats,https://www.govinfo.gov/content/pkg/BILLS-115sres41ats/xml/BILLS-115sres41ats.xml,,,,,,,,,,,
146,BILLS-115s1570is,https://www.govinfo.gov/content/pkg/BILLS-115s1570is/xml/BILLS-115s1570is.xml,,,,,,,,,,,
147,BILLS-115hr2590ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2590ih/xml/BILLS-115hr2590ih.xml,,,,,,,,,,,
148,BILLS-115hr5292ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5292ih/xml/BILLS-115hr5292ih.xml,,,,,,,,,,,
149,BILLS-115hr1222eas,https://www.govinfo.gov/content/pkg/BILLS-115hr1222eas/xml/BILLS-115hr1222eas.xml,,,,,,,,,,,
150,BILLS-115hres558ih,https://www.govinfo.gov/content/pkg/BILLS-115hres558ih/xml/BILLS-115hres558ih.xml,,,,,,,,,,,
151,BILLS-115hres713ih,https://www.govinfo.gov/content/pkg/BILLS-115hres713ih/xml/BILLS-115hres713ih.xml,,,,,,,,,,,
152,BILLS-115hr2650ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2650ih/xml/BILLS-115hr2650ih.xml,,,,,,,,,,,
153,BILLS-115s443is,https://www.govinfo.gov/content/pkg/BILLS-115s443is/xml/BILLS-115s443is.xml,,,,,,,,,,,
154,BILLS-115hjres95ih,https://www.govinfo.gov/content/pkg/BILLS-115hjres95ih/xml/BILLS-115hjres95ih.xml,,,,,,,,,,,
155,BILLS-115hres818ih,https://www.govinfo.gov/content/pkg/BILLS-115hres818ih/xml/BILLS-115hres818ih.xml,,,,,,,,,,,
156,BILLS-115hr5197rfs,https://www.govinfo.gov/content/pkg/BILLS-115hr5197rfs/xml/BILLS-115hr5197rfs.xml,,,,,,,,,,,
157,BILLS-115hr411ih,https://www.govinfo.gov/content/pkg/BILLS-115hr411ih/xml/BILLS-115hr411ih.xml,,,,,,,,,,,
158,BILLS-115s3372is,https://www.govinfo.gov/content/pkg/BILLS-115s3372is/xml/BILLS-115s3372is.xml,,,,,,,,,,,
159,BILLS-115hr5197eh,https://www.govinfo.gov/content/pkg/BILLS-115hr5197eh/xml/BILLS-115hr5197eh.xml,,,,,,,,,,,
160,BILLS-115hres406ih,https://www.govinfo.gov/content/pkg/BILLS-115hres406ih/xml/BILLS-115hres406ih.xml,,,,,,,,,,,
161,BILLS-115sres439is,https://www.govinfo.gov/content/pkg/BILLS-115sres439is/xml/BILLS-115sres439is.xml,,,,,,,,,,,
162,BILLS-115hres176ih,https://www.govinfo.gov/content/pkg/BILLS-115hres176ih/xml/BILLS-115hres176ih.xml,,,,,,,,,,,
163,BILLS-115hr3636ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3636ih/xml/BILLS-115hr3636ih.xml,,,,,,,,,,,
164,BILLS-115s1694is,https://www.govinfo.gov/content/pkg/BILLS-115s1694is/xml/BILLS-115s1694is.xml,,,,,,,,,,,
165,BILLS-115hr5761ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5761ih/xml/BILLS-115hr5761ih.xml,,,,,,,,,,,
166,BILLS-115hjres19ih,https://www.govinfo.gov/content/pkg/BILLS-115hjres19ih/xml/BILLS-115hjres19ih.xml,,,,,,,,,,,
167,BILLS-115hr1222rfs,https://www.govinfo.gov/content/pkg/BILLS-115hr1222rfs/xml/BILLS-115hr1222rfs.xml,,,,,,,,,,,
168,BILLS-115hr1222eh,https://www.govinfo.gov/content/pkg/BILLS-115hr1222eh/xml/BILLS-115hr1222eh.xml,,,,,,,,,,,
169,BILLS-115hr6101ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6101ih/xml/BILLS-115hr6101ih.xml,,,,,,,,,,,
170,BILLS-115hr2486ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2486ih/xml/BILLS-115hr2486ih.xml,,,,,,,,,,,
171,BILLS-115hres926ih,https://www.govinfo.gov/content/pkg/BILLS-115hres926ih/xml/BILLS-115hres926ih.xml,,,,,,,,,,,
172,BILLS-115sres569is,https://www.govinfo.gov/content/pkg/BILLS-115sres569is/xml/BILLS-115sres569is.xml,,,,,,,,,,,
173,BILLS-115hres144ih,https://www.govinfo.gov/content/pkg/BILLS-115hres144ih/xml/BILLS-115hres144ih.xml,,,,,,,,,,,
174,BILLS-115sres322is,https://www.govinfo.gov/content/pkg/BILLS-115sres322is/xml/BILLS-115sres322is.xml,,,,,,,,,,,
175,BILLS-115hres751ih,https://www.govinfo.gov/content/pkg/BILLS-115hres751ih/xml/BILLS-115hres751ih.xml,,,,,,,,,,,
176,BILLS-115sres403ats,https://www.govinfo.gov/content/pkg/BILLS-115sres403ats/xml/BILLS-115sres403ats.xml,,,,,,,,,,,
177,BILLS-115hr6659ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6659ih/xml/BILLS-115hr6659ih.xml,,,,,,,,,,,
178,BILLS-115hres79ih,https://www.govinfo.gov/content/pkg/BILLS-115hres79ih/xml/BILLS-115hres79ih.xml,,,,,,,,,,,
179,BILLS-115sres131is,https://www.govinfo.gov/content/pkg/BILLS-115sres131is/xml/BILLS-115sres131is.xml,,,,,,,,,,,
180,BILLS-115sres131ats,https://www.govinfo.gov/content/pkg/BILLS-115sres131ats/xml/BILLS-115sres131ats.xml,,,,,,,,,,,
181,BILLS-115s1653is,https://www.govinfo.gov/content/pkg/BILLS-115s1653is/xml/BILLS-115s1653is.xml,,,,,,,,,,,
182,BILLS-115s1606is,https://www.govinfo.gov/content/pkg/BILLS-115s1606is/xml/BILLS-115s1606is.xml,,,,,,,,,,,
183,BILLS-115sres77ats,https://www.govinfo.gov/content/pkg/BILLS-115sres77ats/xml/BILLS-115sres77ats.xml,,,,,,,,,,,
184,BILLS-115hres941ih,https://www.govinfo.gov/content/pkg/BILLS-115hres941ih/xml/BILLS-115hres941ih.xml,,,,,,,,,,,
